pair_id,class_u,class_v,superclass_u,superclass_v,same_superclass,d_perc,d_sem,quadrant
928,bottle,sweet_pepper,food_containers,fruit_and_vegetables,False,0.746843,0.789474,Q2
929,bottle,table,food_containers,household_furniture,False,0.642666,0.866667,Q4
930,bottle,tank,food_containers,vehicles_2,False,0.72593,0.3,Q3
931,bottle,telephone,food_containers,household_electrical_devices,False,0.757339,0.333333,Q3
932,bottle,television,food_containers,household_electrical_devices,False,0.659404,0.368421,Q1
933,bottle,tiger,food_containers,large_carnivores,False,0.758095,0.529412,Q3
934,bottle,tractor,food_containers,vehicles_2,False,0.730188,0.263158,Q3
935,bottle,train,food_containers,vehicles_1,False,0.746858,0.333333,Q3
936,bottle,trout,food_containers,fish,False,0.721672,0.75,Q2
937,bottle,tulip,food_containers,flowers,False,0.870165,0.6,Q3
938,bottle,turtle,food_containers,reptiles,False,0.824948,0.473684,Q3
939,bottle,wardrobe,food_containers,household_furniture,False,0.669008,0.333333,Q1
940,bottle,whale,food_containers,aquatic_mammals,False,0.858998,0.555556,Q3
941,bottle,willow_tree,food_containers,trees,False,0.73534,0.6,Q3
942,bottle,wolf,food_containers,large_carnivores,False,0.730195,0.652174,Q2
943,bottle,woman,food_containers,people,False,0.716428,0.555556,Q3
944,bottle,worm,food_containers,non_insect_invertebrates,False,0.777745,0.555556,Q3
945,bowl,boy,food_containers,people,False,0.604608,0.555556,Q1
946,bowl,bridge,food_containers,large_man_made_outdoor_things,False,0.745445,0.375,Q3
947,bowl,bus,food_containers,vehicles_1,False,0.72496,0.333333,Q3
948,bowl,butterfly,food_containers,insects,False,0.671669,0.619048,Q4
949,bowl,camel,food_containers,large_omnivores_and_herbivores,False,0.687682,0.652174,Q4
950,bowl,can,food_containers,food_containers,True,0.521122,0.176471,Q1
951,bowl,castle,food_containers,large_man_made_outdoor_things,False,0.745344,0.473684,Q3
952,bowl,caterpillar,food_containers,insects,False,0.694341,0.555556,Q1
953,bowl,cattle,food_containers,large_omnivores_and_herbivores,False,0.68512,0.692308,Q4
954,bowl,chair,food_containers,household_furniture,False,0.693145,0.368421,Q1
955,bowl,chimpanzee,food_containers,large_omnivores_and_herbivores,False,0.702415,0.68,Q4
956,bowl,clock,food_containers,household_electrical_devices,False,0.554088,0.4,Q1
957,bowl,cloud,food_containers,large_natural_outdoor_scenes,False,0.685432,0.75,Q4
958,bowl,cockroach,food_containers,insects,False,0.751984,0.619048,Q2
959,bowl,couch,food_containers,household_furniture,False,0.640579,0.368421,Q1
960,bowl,crab,food_containers,non_insect_invertebrates,False,0.550889,0.619048,Q4
961,bowl,crocodile,food_containers,reptiles,False,0.614052,0.636364,Q4
962,bowl,cup,food_containers,food_containers,True,0.282683,0.176471,Q1
963,bowl,dinosaur,food_containers,reptiles,False,0.583238,0.636364,Q4
964,bowl,dolphin,food_containers,aquatic_mammals,False,0.79471,0.68,Q2
965,bowl,elephant,food_containers,large_omnivores_and_herbivores,False,0.727339,0.636364,Q2
966,bowl,flatfish,food_containers,fish,False,0.534695,0.764706,Q4
967,bowl,forest,food_containers,large_natural_outdoor_scenes,False,0.693806,0.866667,Q4
968,bowl,fox,food_containers,medium_mammals,False,0.696145,0.652174,Q4
969,bowl,girl,food_containers,people,False,0.627581,0.578947,Q1
970,bowl,hamster,food_containers,small_mammals,False,0.667432,0.636364,Q4
971,bowl,house,food_containers,large_man_made_outdoor_things,False,0.71418,0.411765,Q3
972,bowl,kangaroo,food_containers,large_omnivores_and_herbivores,False,0.683335,0.636364,Q4
973,bowl,keyboard,food_containers,household_electrical_devices,False,0.763562,0.333333,Q3
974,bowl,lamp,food_containers,household_electrical_devices,False,0.466626,0.333333,Q1
975,bowl,lawn_mower,food_containers,vehicles_2,False,0.769642,0.368421,Q3
976,bowl,leopard,food_containers,large_carnivores,False,0.715956,0.789474,Q2
977,bowl,lion,food_containers,large_carnivores,False,0.744071,0.666667,Q2
978,bowl,lizard,food_containers,reptiles,False,0.626608,0.636364,Q4
979,bowl,lobster,food_containers,non_insect_invertebrates,False,0.493669,0.764706,Q4
980,bowl,man,food_containers,people,False,0.612603,0.555556,Q1
981,bowl,maple_tree,food_containers,trees,False,0.694816,0.764706,Q4
982,bowl,motorcycle,food_containers,vehicles_1,False,0.678989,0.3,Q1
983,bowl,mountain,food_containers,large_natural_outdoor_scenes,False,0.730628,0.6,Q3
984,bowl,mouse,food_containers,small_mammals,False,0.586688,0.636364,Q4
985,bowl,mushroom,food_containers,fruit_and_vegetables,False,0.668225,0.578947,Q1
986,bowl,oak_tree,food_containers,trees,False,0.711558,0.764706,Q4
987,bowl,orange,food_containers,fruit_and_vegetables,False,0.624629,0.619048,Q4
988,bowl,orchid,food_containers,flowers,False,0.790885,0.619048,Q2
989,bowl,otter,food_containers,aquatic_mammals,False,0.56387,0.789474,Q4
990,bowl,palm_tree,food_containers,trees,False,0.755536,0.75,Q2
991,bowl,pear,food_containers,fruit_and_vegetables,False,0.541077,0.6,Q1
992,bowl,pickup_truck,food_containers,vehicles_1,False,0.723772,0.3,Q3
993,bowl,pine_tree,food_containers,trees,False,0.659426,0.636364,Q4
994,bowl,plain,food_containers,large_natural_outdoor_scenes,False,0.710979,0.571429,Q1
995,bowl,plate,food_containers,food_containers,True,0.241377,0.473684,Q1
996,bowl,poppy,food_containers,flowers,False,0.686105,0.619048,Q4
997,bowl,porcupine,food_containers,medium_mammals,False,0.61536,0.636364,Q4
998,bowl,possum,food_containers,medium_mammals,False,0.633257,0.636364,Q4
999,bowl,rabbit,food_containers,small_mammals,False,0.581282,0.652174,Q4
1000,bowl,raccoon,food_containers,medium_mammals,False,0.658517,0.789474,Q4
1001,bowl,ray,food_containers,fish,False,0.592645,0.882353,Q4
1002,bowl,road,food_containers,large_man_made_outdoor_things,False,0.787892,0.375,Q3
1003,bowl,rocket,food_containers,vehicles_2,False,0.713137,0.333333,Q3
1004,bowl,rose,food_containers,flowers,False,0.684024,0.6,Q1
1005,bowl,sea,food_containers,large_natural_outdoor_scenes,False,0.725866,0.714286,Q2
1006,bowl,seal,food_containers,aquatic_mammals,False,0.608645,0.652174,Q4
1007,bowl,shark,food_containers,fish,False,0.734557,0.652174,Q2
1008,bowl,shrew,food_containers,small_mammals,False,0.57584,0.6,Q1
1009,bowl,skunk,food_containers,medium_mammals,False,0.648411,0.578947,Q1
1010,bowl,skyscraper,food_containers,large_man_made_outdoor_things,False,0.726881,0.411765,Q3
1011,bowl,snail,food_containers,non_insect_invertebrates,False,0.564126,0.6,Q1
1012,bowl,snake,food_containers,reptiles,False,0.666654,0.619048,Q4
1013,bowl,spider,food_containers,non_insect_invertebrates,False,0.677936,0.6,Q1
1014,bowl,squirrel,food_containers,small_mammals,False,0.628964,0.636364,Q4
1015,bowl,streetcar,food_containers,vehicles_2,False,0.736914,0.263158,Q3
1016,bowl,sunflower,food_containers,flowers,False,0.79731,0.619048,Q2
1017,bowl,sweet_pepper,food_containers,fruit_and_vegetables,False,0.664545,0.789474,Q4
1018,bowl,table,food_containers,household_furniture,False,0.553314,0.866667,Q4
1019,bowl,tank,food_containers,vehicles_2,False,0.669466,0.3,Q1
1020,bowl,telephone,food_containers,household_electrical_devices,False,0.742243,0.333333,Q3
1021,bowl,television,food_containers,household_electrical_devices,False,0.641422,0.368421,Q1
1022,bowl,tiger,food_containers,large_carnivores,False,0.695199,0.529412,Q1
1023,bowl,tractor,food_containers,vehicles_2,False,0.761082,0.263158,Q3
1024,bowl,train,food_containers,vehicles_1,False,0.712912,0.333333,Q3
1025,bowl,trout,food_containers,fish,False,0.661451,0.75,Q4
1026,bowl,tulip,food_containers,flowers,False,0.66925,0.6,Q1
1027,bowl,turtle,food_containers,reptiles,False,0.634754,0.473684,Q1
1028,bowl,wardrobe,food_containers,household_furniture,False,0.696149,0.333333,Q1
1029,bowl,whale,food_containers,aquatic_mammals,False,0.759609,0.555556,Q3
1030,bowl,willow_tree,food_containers,trees,False,0.664654,0.6,Q1
1031,bowl,wolf,food_containers,large_carnivores,False,0.708148,0.652174,Q4
1032,bowl,woman,food_containers,people,False,0.639606,0.555556,Q1
1033,bowl,worm,food_containers,non_insect_invertebrates,False,0.629687,0.555556,Q1
1034,boy,bridge,people,large_man_made_outdoor_things,False,0.648515,0.5,Q1
1035,boy,bus,people,vehicles_1,False,0.662521,0.555556,Q1
1036,boy,butterfly,people,insects,False,0.714449,0.428571,Q3
1037,boy,camel,people,large_omnivores_and_herbivores,False,0.634583,0.478261,Q1
1038,boy,can,people,food_containers,False,0.684677,0.529412,Q1
1039,boy,castle,people,large_man_made_outdoor_things,False,0.655899,0.578947,Q1
1040,boy,caterpillar,people,insects,False,0.736067,0.333333,Q3
1041,boy,cattle,people,large_omnivores_and_herbivores,False,0.637303,0.538462,Q1
1042,boy,chair,people,household_furniture,False,0.735733,0.578947,Q3
1043,boy,chimpanzee,people,large_omnivores_and_herbivores,False,0.568069,0.52,Q1
1044,boy,clock,people,household_electrical_devices,False,0.737019,0.6,Q3
1045,boy,cloud,people,large_natural_outdoor_scenes,False,0.619493,0.692308,Q4
1046,boy,cockroach,people,insects,False,0.779567,0.428571,Q3
1047,boy,couch,people,household_furniture,False,0.674843,0.578947,Q1
1048,boy,crab,people,non_insect_invertebrates,False,0.641858,0.428571,Q1
1049,boy,crocodile,people,reptiles,False,0.604217,0.454545,Q1
1050,boy,cup,people,food_containers,False,0.715468,0.529412,Q3
1051,boy,dinosaur,people,reptiles,False,0.606351,0.454545,Q1
1052,boy,dolphin,people,aquatic_mammals,False,0.752673,0.52,Q3
1053,boy,elephant,people,large_omnivores_and_herbivores,False,0.661781,0.454545,Q1
1054,boy,flatfish,people,fish,False,0.471641,0.714286,Q4
1055,boy,forest,people,large_natural_outdoor_scenes,False,0.576892,0.833333,Q4
1056,boy,fox,people,medium_mammals,False,0.67029,0.478261,Q1
1057,boy,girl,people,people,True,0.032469,0.368421,Q1
1058,boy,hamster,people,small_mammals,False,0.676597,0.454545,Q1
1059,boy,house,people,large_man_made_outdoor_things,False,0.566691,0.529412,Q1
1060,boy,kangaroo,people,large_omnivores_and_herbivores,False,0.632305,0.454545,Q1
1061,boy,keyboard,people,household_electrical_devices,False,0.742284,0.555556,Q3
1062,boy,lamp,people,household_electrical_devices,False,0.608829,0.555556,Q1
1063,boy,lawn_mower,people,vehicles_2,False,0.67799,0.578947,Q1
1064,boy,leopard,people,large_carnivores,False,0.676637,0.75,Q4
1065,boy,lion,people,large_carnivores,False,0.689971,0.5,Q1
1066,boy,lizard,people,reptiles,False,0.602663,0.454545,Q1
1067,boy,lobster,people,non_insect_invertebrates,False,0.580141,0.714286,Q4
1068,boy,man,people,people,True,0.181818,0.333333,Q1
1069,boy,maple_tree,people,trees,False,0.564071,0.714286,Q4
1070,boy,motorcycle,people,vehicles_1,False,0.681013,0.6,Q1
1071,boy,mountain,people,large_natural_outdoor_scenes,False,0.702123,0.571429,Q1
1072,boy,mouse,people,small_mammals,False,0.615923,0.454545,Q1
1073,boy,mushroom,people,fruit_and_vegetables,False,0.751327,0.368421,Q3
1074,boy,oak_tree,people,trees,False,0.561762,0.714286,Q4
1075,boy,orange,people,fruit_and_vegetables,False,0.78658,0.619048,Q2
1076,boy,orchid,people,flowers,False,0.806442,0.428571,Q3
1077,boy,otter,people,aquatic_mammals,False,0.525491,0.75,Q4
1078,boy,palm_tree,people,trees,False,0.671234,0.692308,Q4
1079,boy,pear,people,fruit_and_vegetables,False,0.688421,0.6,Q1
1080,boy,pickup_truck,people,vehicles_1,False,0.644012,0.6,Q1
1081,boy,pine_tree,people,trees,False,0.5503,0.454545,Q1
1082,boy,plain,people,large_natural_outdoor_scenes,False,0.634028,0.538462,Q1
1083,boy,plate,people,food_containers,False,0.676203,0.578947,Q1
1084,boy,poppy,people,flowers,False,0.81003,0.428571,Q3
1085,boy,porcupine,people,medium_mammals,False,0.63353,0.454545,Q1
1086,boy,possum,people,medium_mammals,False,0.601775,0.454545,Q1
1087,boy,rabbit,people,small_mammals,False,0.565629,0.478261,Q1
1088,boy,raccoon,people,medium_mammals,False,0.636311,0.75,Q4
1089,boy,ray,people,fish,False,0.679781,0.857143,Q4
1090,boy,road,people,large_man_made_outdoor_things,False,0.717873,0.5,Q3
1091,boy,rocket,people,vehicles_2,False,0.685123,0.555556,Q1
1092,boy,rose,people,flowers,False,0.781773,0.4,Q3
1093,boy,sea,people,large_natural_outdoor_scenes,False,0.668068,0.636364,Q4
1094,boy,seal,people,aquatic_mammals,False,0.578682,0.478261,Q1
1095,boy,shark,people,fish,False,0.708493,0.478261,Q1
1096,boy,shrew,people,small_mammals,False,0.599827,0.4,Q1
1097,boy,skunk,people,medium_mammals,False,0.615356,0.368421,Q1
1098,boy,skyscraper,people,large_man_made_outdoor_things,False,0.657528,0.529412,Q1
1099,boy,snail,people,non_insect_invertebrates,False,0.671871,0.4,Q1
1100,boy,snake,people,reptiles,False,0.77189,0.428571,Q3
1101,boy,spider,people,non_insect_invertebrates,False,0.663746,0.4,Q1
1102,boy,squirrel,people,small_mammals,False,0.588957,0.454545,Q1
1103,boy,streetcar,people,vehicles_2,False,0.667565,0.578947,Q1
1104,boy,sunflower,people,flowers,False,0.824812,0.428571,Q3
1105,boy,sweet_pepper,people,fruit_and_vegetables,False,0.774479,0.75,Q2
1106,boy,table,people,household_furniture,False,0.615044,0.833333,Q4
1107,boy,tank,people,vehicles_2,False,0.627573,0.578947,Q1
1108,boy,telephone,people,household_electrical_devices,False,0.748074,0.555556,Q3
1109,boy,television,people,household_electrical_devices,False,0.583662,0.578947,Q1
1110,boy,tiger,people,large_carnivores,False,0.693147,0.294118,Q1
1111,boy,tractor,people,vehicles_2,False,0.675189,0.578947,Q1
1112,boy,train,people,vehicles_1,False,0.649684,0.555556,Q1
1113,boy,trout,people,fish,False,0.667584,0.692308,Q4
1114,boy,tulip,people,flowers,False,0.788859,0.4,Q3
1115,boy,turtle,people,reptiles,False,0.676747,0.578947,Q1
1116,boy,wardrobe,people,household_furniture,False,0.720418,0.555556,Q3
1117,boy,whale,people,aquatic_mammals,False,0.740485,0.333333,Q3
1118,boy,willow_tree,people,trees,False,0.549075,0.4,Q1
1119,boy,wolf,people,large_carnivores,False,0.658067,0.478261,Q1
1120,boy,woman,people,people,True,0.193944,0.333333,Q1
1121,boy,worm,people,non_insect_invertebrates,False,0.756641,0.333333,Q3
1122,bridge,bus,large_man_made_outdoor_things,vehicles_1,False,0.544119,0.375,Q1
1123,bridge,butterfly,large_man_made_outdoor_things,insects,False,0.730911,0.578947,Q3
1124,bridge,camel,large_man_made_outdoor_things,large_omnivores_and_herbivores,False,0.640795,0.619048,Q4
1125,bridge,can,large_man_made_outdoor_things,food_containers,False,0.727176,0.333333,Q3
1126,bridge,castle,large_man_made_outdoor_things,large_man_made_outdoor_things,True,0.409002,0.294118,Q1
1127,bridge,caterpillar,large_man_made_outdoor_things,insects,False,0.688143,0.5,Q1
1128,bridge,cattle,large_man_made_outdoor_things,large_omnivores_and_herbivores,False,0.692268,0.666667,Q4
1129,bridge,chair,large_man_made_outdoor_things,household_furniture,False,0.771512,0.411765,Q3
1130,bridge,chimpanzee,large_man_made_outdoor_things,large_omnivores_and_herbivores,False,0.73723,0.652174,Q2
1131,bridge,clock,large_man_made_outdoor_things,household_electrical_devices,False,0.77313,0.444444,Q3
1132,bridge,cloud,large_man_made_outdoor_things,large_natural_outdoor_scenes,False,0.484923,0.714286,Q4
1133,bridge,cockroach,large_man_made_outdoor_things,insects,False,0.833333,0.578947,Q3
1134,bridge,couch,large_man_made_outdoor_things,household_furniture,False,0.670462,0.411765,Q1
1135,bridge,crab,large_man_made_outdoor_things,non_insect_invertebrates,False,0.677443,0.578947,Q1
1136,bridge,crocodile,large_man_made_outdoor_things,reptiles,False,0.558004,0.6,Q1
1137,bridge,cup,large_man_made_outdoor_things,food_containers,False,0.800164,0.333333,Q3
1138,bridge,dinosaur,large_man_made_outdoor_things,reptiles,False,0.644504,0.6,Q1
1139,bridge,dolphin,large_man_made_outdoor_things,aquatic_mammals,False,0.695285,0.652174,Q4
1140,bridge,elephant,large_man_made_outdoor_things,large_omnivores_and_herbivores,False,0.654559,0.6,Q1
1141,bridge,flatfish,large_man_made_outdoor_things,fish,False,0.591103,0.733333,Q4
1142,bridge,forest,large_man_made_outdoor_things,large_natural_outdoor_scenes,False,0.457389,0.846154,Q4
1143,bridge,fox,large_man_made_outdoor_things,medium_mammals,False,0.724505,0.619048,Q2
1144,bridge,girl,large_man_made_outdoor_things,people,False,0.643841,0.529412,Q1
1145,bridge,hamster,large_man_made_outdoor_things,small_mammals,False,0.790191,0.6,Q3
1146,bridge,house,large_man_made_outdoor_things,large_man_made_outdoor_things,True,0.417801,0.2,Q1
1147,bridge,kangaroo,large_man_made_outdoor_things,large_omnivores_and_herbivores,False,0.688218,0.6,Q1
1148,bridge,keyboard,large_man_made_outdoor_things,household_electrical_devices,False,0.73125,0.375,Q3
1149,bridge,lamp,large_man_made_outdoor_things,household_electrical_devices,False,0.659057,0.375,Q1
1150,bridge,lawn_mower,large_man_made_outdoor_things,vehicles_2,False,0.754548,0.411765,Q3
1151,bridge,leopard,large_man_made_outdoor_things,large_carnivores,False,0.712622,0.764706,Q2
1152,bridge,lion,large_man_made_outdoor_things,large_carnivores,False,0.776058,0.636364,Q2
1153,bridge,lizard,large_man_made_outdoor_things,reptiles,False,0.643062,0.6,Q1
1154,bridge,lobster,large_man_made_outdoor_things,non_insect_invertebrates,False,0.664533,0.733333,Q4
1155,bridge,man,large_man_made_outdoor_things,people,False,0.59387,0.5,Q1
1156,bridge,maple_tree,large_man_made_outdoor_things,trees,False,0.490643,0.733333,Q4
1157,bridge,motorcycle,large_man_made_outdoor_things,vehicles_1,False,0.771135,0.444444,Q3
1158,bridge,mountain,large_man_made_outdoor_things,large_natural_outdoor_scenes,False,0.555847,0.538462,Q1
1159,bridge,mouse,large_man_made_outdoor_things,small_mammals,False,0.712763,0.6,Q3
1160,bridge,mushroom,large_man_made_outdoor_things,fruit_and_vegetables,False,0.78316,0.529412,Q3
1161,bridge,oak_tree,large_man_made_outdoor_things,trees,False,0.478569,0.733333,Q4
1162,bridge,orange,large_man_made_outdoor_things,fruit_and_vegetables,False,0.869857,0.578947,Q3
1163,bridge,orchid,large_man_made_outdoor_things,flowers,False,0.828673,0.578947,Q3
1164,bridge,otter,large_man_made_outdoor_things,aquatic_mammals,False,0.556123,0.764706,Q4
1165,bridge,palm_tree,large_man_made_outdoor_things,trees,False,0.599735,0.714286,Q4
1166,bridge,pear,large_man_made_outdoor_things,fruit_and_vegetables,False,0.791452,0.555556,Q3
1167,bridge,pickup_truck,large_man_made_outdoor_things,vehicles_1,False,0.589165,0.444444,Q1
1168,bridge,pine_tree,large_man_made_outdoor_things,trees,False,0.464349,0.6,Q1
1169,bridge,plain,large_man_made_outdoor_things,large_natural_outdoor_scenes,False,0.476465,0.5,Q1
1170,bridge,plate,large_man_made_outdoor_things,food_containers,False,0.793545,0.411765,Q3
1171,bridge,poppy,large_man_made_outdoor_things,flowers,False,0.848685,0.578947,Q3
1172,bridge,porcupine,large_man_made_outdoor_things,medium_mammals,False,0.702089,0.6,Q1
1173,bridge,possum,large_man_made_outdoor_things,medium_mammals,False,0.720254,0.6,Q3
1174,bridge,rabbit,large_man_made_outdoor_things,small_mammals,False,0.667367,0.619048,Q4
1175,bridge,raccoon,large_man_made_outdoor_things,medium_mammals,False,0.690036,0.764706,Q4
1176,bridge,ray,large_man_made_outdoor_things,fish,False,0.745927,0.866667,Q2
1177,bridge,road,large_man_made_outdoor_things,large_man_made_outdoor_things,True,0.500146,0.285714,Q1
1178,bridge,rocket,large_man_made_outdoor_things,vehicles_2,False,0.523375,0.375,Q1
1179,bridge,rose,large_man_made_outdoor_things,flowers,False,0.833482,0.555556,Q3
1180,bridge,sea,large_man_made_outdoor_things,large_natural_outdoor_scenes,False,0.448461,0.666667,Q4
1181,bridge,seal,large_man_made_outdoor_things,aquatic_mammals,False,0.587295,0.619048,Q4
1182,bridge,shark,large_man_made_outdoor_things,fish,False,0.710938,0.619048,Q4
1183,bridge,shrew,large_man_made_outdoor_things,small_mammals,False,0.666876,0.555556,Q1
1184,bridge,skunk,large_man_made_outdoor_things,medium_mammals,False,0.695098,0.529412,Q1
1185,bridge,skyscraper,large_man_made_outdoor_things,large_man_made_outdoor_things,True,0.407447,0.2,Q1
1186,bridge,snail,large_man_made_outdoor_things,non_insect_invertebrates,False,0.738328,0.555556,Q3
1187,bridge,snake,large_man_made_outdoor_things,reptiles,False,0.790226,0.578947,Q3
1188,bridge,spider,large_man_made_outdoor_things,non_insect_invertebrates,False,0.719007,0.555556,Q3
1189,bridge,squirrel,large_man_made_outdoor_things,small_mammals,False,0.631334,0.6,Q1
1190,bridge,streetcar,large_man_made_outdoor_things,vehicles_2,False,0.489886,0.411765,Q1
1191,bridge,sunflower,large_man_made_outdoor_things,flowers,False,0.871816,0.578947,Q3
1192,bridge,sweet_pepper,large_man_made_outdoor_things,fruit_and_vegetables,False,0.878137,0.764706,Q2
1193,bridge,table,large_man_made_outdoor_things,household_furniture,False,0.633984,0.846154,Q4
1194,bridge,tank,large_man_made_outdoor_things,vehicles_2,False,0.483684,0.411765,Q1
1195,bridge,telephone,large_man_made_outdoor_things,household_electrical_devices,False,0.74656,0.375,Q3
1196,bridge,television,large_man_made_outdoor_things,household_electrical_devices,False,0.630609,0.411765,Q1
1197,bridge,tiger,large_man_made_outdoor_things,large_carnivores,False,0.723949,0.466667,Q3
1198,bridge,tractor,large_man_made_outdoor_things,vehicles_2,False,0.568878,0.411765,Q1
1199,bridge,train,large_man_made_outdoor_things,vehicles_1,False,0.388228,0.375,Q1
1200,bridge,trout,large_man_made_outdoor_things,fish,False,0.702035,0.714286,Q4
1201,bridge,tulip,large_man_made_outdoor_things,flowers,False,0.805355,0.555556,Q3
1202,bridge,turtle,large_man_made_outdoor_things,reptiles,False,0.66986,0.411765,Q1
1203,bridge,wardrobe,large_man_made_outdoor_things,household_furniture,False,0.714353,0.375,Q3
1204,bridge,whale,large_man_made_outdoor_things,aquatic_mammals,False,0.644066,0.5,Q1
1205,bridge,willow_tree,large_man_made_outdoor_things,trees,False,0.42518,0.555556,Q1
1206,bridge,wolf,large_man_made_outdoor_things,large_carnivores,False,0.709202,0.619048,Q4
1207,bridge,woman,large_man_made_outdoor_things,people,False,0.65702,0.5,Q1
1208,bridge,worm,large_man_made_outdoor_things,non_insect_invertebrates,False,0.801177,0.5,Q3
1209,bus,butterfly,vehicles_1,insects,False,0.735479,0.619048,Q2
1210,bus,camel,vehicles_1,large_omnivores_and_herbivores,False,0.698973,0.652174,Q4
1211,bus,can,vehicles_1,food_containers,False,0.685982,0.294118,Q1
1212,bus,castle,vehicles_1,large_man_made_outdoor_things,False,0.557733,0.473684,Q1
1213,bus,caterpillar,vehicles_1,insects,False,0.752478,0.555556,Q3
1214,bus,cattle,vehicles_1,large_omnivores_and_herbivores,False,0.643853,0.692308,Q4
1215,bus,chair,vehicles_1,household_furniture,False,0.805685,0.368421,Q3
1216,bus,chimpanzee,vehicles_1,large_omnivores_and_herbivores,False,0.74108,0.68,Q2
1217,bus,clock,vehicles_1,household_electrical_devices,False,0.810723,0.4,Q3
1218,bus,cloud,vehicles_1,large_natural_outdoor_scenes,False,0.670537,0.75,Q4
1219,bus,cockroach,vehicles_1,insects,False,0.834414,0.619048,Q2
1220,bus,couch,vehicles_1,household_furniture,False,0.684701,0.368421,Q1
1221,bus,crab,vehicles_1,non_insect_invertebrates,False,0.735117,0.619048,Q2
1222,bus,crocodile,vehicles_1,reptiles,False,0.676584,0.636364,Q4
1223,bus,cup,vehicles_1,food_containers,False,0.769813,0.294118,Q3
1224,bus,dinosaur,vehicles_1,reptiles,False,0.676617,0.636364,Q4
1225,bus,dolphin,vehicles_1,aquatic_mammals,False,0.830398,0.68,Q2
1226,bus,elephant,vehicles_1,large_omnivores_and_herbivores,False,0.652321,0.636364,Q4
1227,bus,flatfish,vehicles_1,fish,False,0.695716,0.764706,Q4
1228,bus,forest,vehicles_1,large_natural_outdoor_scenes,False,0.631693,0.866667,Q4
1229,bus,fox,vehicles_1,medium_mammals,False,0.776037,0.652174,Q2
1230,bus,girl,vehicles_1,people,False,0.679108,0.578947,Q1
1231,bus,hamster,vehicles_1,small_mammals,False,0.760689,0.636364,Q2
1232,bus,house,vehicles_1,large_man_made_outdoor_things,False,0.507028,0.411765,Q1
1233,bus,kangaroo,vehicles_1,large_omnivores_and_herbivores,False,0.698402,0.636364,Q4
1234,bus,keyboard,vehicles_1,household_electrical_devices,False,0.699917,0.333333,Q1
1235,bus,lamp,vehicles_1,household_electrical_devices,False,0.716572,0.333333,Q3
1236,bus,lawn_mower,vehicles_1,vehicles_2,False,0.626171,0.368421,Q1
1237,bus,leopard,vehicles_1,large_carnivores,False,0.73919,0.789474,Q2
1238,bus,lion,vehicles_1,large_carnivores,False,0.778598,0.666667,Q2
1239,bus,lizard,vehicles_1,reptiles,False,0.710054,0.636364,Q4
1240,bus,lobster,vehicles_1,non_insect_invertebrates,False,0.730389,0.764706,Q2
1241,bus,man,vehicles_1,people,False,0.645467,0.555556,Q1
1242,bus,maple_tree,vehicles_1,trees,False,0.571919,0.764706,Q4
1243,bus,motorcycle,vehicles_1,vehicles_1,True,0.646287,0.333333,Q1
1244,bus,mountain,vehicles_1,large_natural_outdoor_scenes,False,0.683207,0.6,Q1
1245,bus,mouse,vehicles_1,small_mammals,False,0.721827,0.636364,Q2
1246,bus,mushroom,vehicles_1,fruit_and_vegetables,False,0.809322,0.578947,Q3
1247,bus,oak_tree,vehicles_1,trees,False,0.566066,0.764706,Q4
1248,bus,orange,vehicles_1,fruit_and_vegetables,False,0.852018,0.619048,Q2
1249,bus,orchid,vehicles_1,flowers,False,0.807841,0.619048,Q2
1250,bus,otter,vehicles_1,aquatic_mammals,False,0.692639,0.789474,Q4
1251,bus,palm_tree,vehicles_1,trees,False,0.663897,0.75,Q4
1252,bus,pear,vehicles_1,fruit_and_vegetables,False,0.76254,0.6,Q3
1253,bus,pickup_truck,vehicles_1,vehicles_1,True,0.320208,0.333333,Q1
1254,bus,pine_tree,vehicles_1,trees,False,0.57808,0.636364,Q4
1255,bus,plain,vehicles_1,large_natural_outdoor_scenes,False,0.649377,0.571429,Q1
1256,bus,plate,vehicles_1,food_containers,False,0.761971,0.473684,Q3
1257,bus,poppy,vehicles_1,flowers,False,0.821887,0.619048,Q2
1258,bus,porcupine,vehicles_1,medium_mammals,False,0.70489,0.636364,Q4
1259,bus,possum,vehicles_1,medium_mammals,False,0.727966,0.636364,Q2
1260,bus,rabbit,vehicles_1,small_mammals,False,0.672354,0.652174,Q4
1261,bus,raccoon,vehicles_1,medium_mammals,False,0.720832,0.789474,Q2
1262,bus,ray,vehicles_1,fish,False,0.809861,0.882353,Q2
1263,bus,road,vehicles_1,large_man_made_outdoor_things,False,0.60223,0.375,Q1
1264,bus,rocket,vehicles_1,vehicles_2,False,0.701222,0.222222,Q1
1265,bus,rose,vehicles_1,flowers,False,0.825665,0.6,Q3
1266,bus,sea,vehicles_1,large_natural_outdoor_scenes,False,0.698812,0.714286,Q4
1267,bus,seal,vehicles_1,aquatic_mammals,False,0.694488,0.652174,Q4
1268,bus,shark,vehicles_1,fish,False,0.79458,0.652174,Q2
1269,bus,shrew,vehicles_1,small_mammals,False,0.705887,0.6,Q1
1270,bus,skunk,vehicles_1,medium_mammals,False,0.702874,0.578947,Q1
1271,bus,skyscraper,vehicles_1,large_man_made_outdoor_things,False,0.594809,0.411765,Q1
1272,bus,snail,vehicles_1,non_insect_invertebrates,False,0.775338,0.6,Q3
1273,bus,snake,vehicles_1,reptiles,False,0.823472,0.619048,Q2
