sample_id,class_u,class_v,contrast1,contrast2,quadrant,d_perc,d_sem,learner,c1_accuracy,c1_ci_low,c1_ci_high,mean_margin
59,clock,tractor,pickup_truck,butterfly,Q3,0.800138,0.428571,random,0.3267,0.3153,0.338,1.2295
60,cockroach,fox,cup,bottle,Q3,0.784664,0.461538,centroid,0.8556,0.8427,0.8696,0.2875
60,cockroach,fox,cup,bottle,Q3,0.784664,0.461538,exemplar_knn_k3,0.8607,0.8484,0.8738,1.111
60,cockroach,fox,cup,bottle,Q3,0.784664,0.461538,logreg,0.8429,0.8271,0.8596,0.5944
60,cockroach,fox,cup,bottle,Q3,0.784664,0.461538,random,0.3427,0.3287,0.3564,1.2355
61,couch,tiger,lizard,crab,Q3,0.757521,0.555556,centroid,0.7989,0.786,0.8127,0.1992
61,couch,tiger,lizard,crab,Q3,0.757521,0.555556,exemplar_knn_k3,0.7849,0.7678,0.8011,0.8539
61,couch,tiger,lizard,crab,Q3,0.757521,0.555556,logreg,0.7838,0.7718,0.7964,0.423
61,couch,tiger,lizard,crab,Q3,0.757521,0.555556,random,0.3451,0.3367,0.3533,1.2522
62,cup,whale,pickup_truck,telephone,Q3,0.785329,0.529412,centroid,0.8491,0.8384,0.86,0.3344
62,cup,whale,pickup_truck,telephone,Q3,0.785329,0.529412,exemplar_knn_k3,0.8527,0.8433,0.8624,1.1375
62,cup,whale,pickup_truck,telephone,Q3,0.785329,0.529412,logreg,0.8527,0.8369,0.8696,0.6643
62,cup,whale,pickup_truck,telephone,Q3,0.785329,0.529412,random,0.3298,0.3196,0.34,1.2293
63,dolphin,man,caterpillar,sweet_pepper,Q3,0.758323,0.52,centroid,0.862,0.8491,0.8756,0.2927
63,dolphin,man,caterpillar,sweet_pepper,Q3,0.758323,0.52,exemplar_knn_k3,0.8571,0.8462,0.8682,0.9775
63,dolphin,man,caterpillar,sweet_pepper,Q3,0.758323,0.52,logreg,0.8387,0.8269,0.8509,0.5744
63,dolphin,man,caterpillar,sweet_pepper,Q3,0.758323,0.52,random,0.3358,0.326,0.3453,1.2244
64,house,keyboard,boy,aquarium_fish,Q3,0.755149,0.411765,centroid,0.8751,0.8584,0.8918,0.3112
64,house,keyboard,boy,aquarium_fish,Q3,0.755149,0.411765,exemplar_knn_k3,0.8771,0.862,0.8924,1.1429
64,house,keyboard,boy,aquarium_fish,Q3,0.755149,0.411765,logreg,0.8591,0.8413,0.8773,0.6332
64,house,keyboard,boy,aquarium_fish,Q3,0.755149,0.411765,random,0.3318,0.3213,0.3418,1.2597
65,keyboard,skunk,train,seal,Q3,0.879711,0.578947,centroid,0.7991,0.7924,0.8056,0.2465
65,keyboard,skunk,train,seal,Q3,0.879711,0.578947,exemplar_knn_k3,0.7949,0.7871,0.802,0.9692
65,keyboard,skunk,train,seal,Q3,0.879711,0.578947,logreg,0.7978,0.7922,0.8029,0.5217
65,keyboard,skunk,train,seal,Q3,0.879711,0.578947,random,0.318,0.3047,0.3311,1.1823
66,keyboard,snail,plate,orange,Q3,0.835303,0.6,centroid,0.8413,0.8298,0.8536,0.3041
66,keyboard,snail,plate,orange,Q3,0.835303,0.6,exemplar_knn_k3,0.8382,0.828,0.8489,1.1528
66,keyboard,snail,plate,orange,Q3,0.835303,0.6,logreg,0.8596,0.8418,0.8787,0.6215
66,keyboard,snail,plate,orange,Q3,0.835303,0.6,random,0.3324,0.3156,0.3489,1.195
67,keyboard,worm,apple,woman,Q3,0.814776,0.555556,centroid,0.8402,0.8333,0.8478,0.3299
67,keyboard,worm,apple,woman,Q3,0.814776,0.555556,exemplar_knn_k3,0.8469,0.8387,0.8558,1.1884
67,keyboard,worm,apple,woman,Q3,0.814776,0.555556,logreg,0.8504,0.8376,0.8651,0.6623
67,keyboard,worm,apple,woman,Q3,0.814776,0.555556,random,0.3384,0.3256,0.3518,1.2016
68,lion,shark,dolphin,crab,Q3,0.777423,0.37931,centroid,0.7673,0.748,0.7849,0.275
68,lion,shark,dolphin,crab,Q3,0.777423,0.37931,exemplar_knn_k3,0.7651,0.7453,0.7829,1.0955
68,lion,shark,dolphin,crab,Q3,0.777423,0.37931,logreg,0.7658,0.746,0.7836,0.5908
68,lion,shark,dolphin,crab,Q3,0.777423,0.37931,random,0.3324,0.3178,0.3469,1.2289
69,orchid,pine_tree,tiger,whale,Q3,0.828322,0.36,centroid,0.8496,0.8367,0.8633,0.339
69,orchid,pine_tree,tiger,whale,Q3,0.828322,0.36,exemplar_knn_k3,0.8453,0.8336,0.8584,1.1423
69,orchid,pine_tree,tiger,whale,Q3,0.828322,0.36,logreg,0.85,0.8362,0.8649,0.6746
69,orchid,pine_tree,tiger,whale,Q3,0.828322,0.36,random,0.3238,0.31,0.3384,1.1939
70,orchid,seal,keyboard,leopard,Q3,0.767675,0.538462,centroid,0.8649,0.8476,0.8833,0.3118
70,orchid,seal,keyboard,leopard,Q3,0.767675,0.538462,exemplar_knn_k3,0.8627,0.8469,0.8793,1.0372
70,orchid,seal,keyboard,leopard,Q3,0.767675,0.538462,logreg,0.8698,0.8502,0.8902,0.6041
70,orchid,seal,keyboard,leopard,Q3,0.767675,0.538462,random,0.3416,0.3322,0.3513,1.2277
71,orchid,shark,lobster,crab,Q3,0.803978,0.538462,centroid,0.6431,0.6269,0.6584,0.1285
71,orchid,shark,lobster,crab,Q3,0.803978,0.538462,exemplar_knn_k3,0.618,0.6058,0.6307,0.6646
71,orchid,shark,lobster,crab,Q3,0.803978,0.538462,logreg,0.6573,0.6376,0.6773,0.2906
71,orchid,shark,lobster,crab,Q3,0.803978,0.538462,random,0.342,0.3269,0.3573,1.2309
72,orchid,whale,table,telephone,Q3,0.836087,0.428571,centroid,0.8433,0.8316,0.8562,0.2997
72,orchid,whale,table,telephone,Q3,0.836087,0.428571,exemplar_knn_k3,0.84,0.8276,0.8529,1.008
72,orchid,whale,table,telephone,Q3,0.836087,0.428571,logreg,0.83,0.8178,0.8438,0.5899
72,orchid,whale,table,telephone,Q3,0.836087,0.428571,random,0.3358,0.3224,0.3491,1.223
73,pear,road,man,couch,Q3,0.790498,0.555556,centroid,0.8242,0.8158,0.8333,0.2651
73,pear,road,man,couch,Q3,0.790498,0.555556,exemplar_knn_k3,0.8231,0.8111,0.8349,0.9771
73,pear,road,man,couch,Q3,0.790498,0.555556,logreg,0.8118,0.8029,0.8231,0.5435
73,pear,road,man,couch,Q3,0.790498,0.555556,random,0.342,0.3309,0.3536,1.245
74,plate,road,lizard,turtle,Q3,0.824232,0.411765,centroid,0.7876,0.7771,0.7991,0.2202
74,plate,road,lizard,turtle,Q3,0.824232,0.411765,exemplar_knn_k3,0.7829,0.7707,0.7951,0.8821
74,plate,road,lizard,turtle,Q3,0.824232,0.411765,logreg,0.7807,0.7676,0.7949,0.4643
74,plate,road,lizard,turtle,Q3,0.824232,0.411765,random,0.3422,0.328,0.3564,1.2429
75,baby,television,lion,chair,Q4,0.671261,0.619048,centroid,0.9029,0.8902,0.916,0.372
75,baby,television,lion,chair,Q4,0.671261,0.619048,exemplar_knn_k3,0.888,0.8751,0.9013,1.2848
75,baby,television,lion,chair,Q4,0.671261,0.619048,logreg,0.9278,0.9142,0.9411,0.7335
75,baby,television,lion,chair,Q4,0.671261,0.619048,random,0.3316,0.3211,0.3411,1.242
76,beaver,cloud,bus,elephant,Q4,0.62022,0.764706,centroid,0.8544,0.8407,0.8689,0.2571
76,beaver,cloud,bus,elephant,Q4,0.62022,0.764706,exemplar_knn_k3,0.842,0.8293,0.8551,1.1156
76,beaver,cloud,bus,elephant,Q4,0.62022,0.764706,logreg,0.8604,0.8451,0.8767,0.5571
76,beaver,cloud,bus,elephant,Q4,0.62022,0.764706,random,0.3367,0.324,0.3493,1.2065
77,beaver,snail,chimpanzee,television,Q4,0.474777,0.809524,centroid,0.94,0.9278,0.9518,0.2783
77,beaver,snail,chimpanzee,television,Q4,0.474777,0.809524,exemplar_knn_k3,0.9236,0.9113,0.9353,1.1015
77,beaver,snail,chimpanzee,television,Q4,0.474777,0.809524,logreg,0.94,0.928,0.9509,0.5887
77,beaver,snail,chimpanzee,television,Q4,0.474777,0.809524,random,0.3316,0.32,0.3442,1.188
78,bee,flatfish,dinosaur,train,Q4,0.619765,0.8,centroid,0.8353,0.8247,0.8462,0.2579
78,bee,flatfish,dinosaur,train,Q4,0.619765,0.8,exemplar_knn_k3,0.8249,0.8156,0.8347,0.9999
78,bee,flatfish,dinosaur,train,Q4,0.619765,0.8,logreg,0.8693,0.8524,0.8873,0.513
78,bee,flatfish,dinosaur,train,Q4,0.619765,0.8,random,0.328,0.3142,0.3422,1.2166
79,beetle,motorcycle,raccoon,crab,Q4,0.692655,0.636364,centroid,0.8151,0.7996,0.8309,0.2236
79,beetle,motorcycle,raccoon,crab,Q4,0.692655,0.636364,exemplar_knn_k3,0.7976,0.7833,0.812,0.9337
79,beetle,motorcycle,raccoon,crab,Q4,0.692655,0.636364,logreg,0.8182,0.8009,0.8364,0.4741
79,beetle,motorcycle,raccoon,crab,Q4,0.692655,0.636364,random,0.3369,0.326,0.3473,1.2357
80,bowl,porcupine,mountain,beetle,Q4,0.61536,0.636364,centroid,0.8878,0.8749,0.9009,0.2834
80,bowl,porcupine,mountain,beetle,Q4,0.61536,0.636364,exemplar_knn_k3,0.8758,0.8627,0.8891,1.0456
80,bowl,porcupine,mountain,beetle,Q4,0.61536,0.636364,logreg,0.896,0.88,0.9113,0.5625
80,bowl,porcupine,mountain,beetle,Q4,0.61536,0.636364,random,0.3336,0.3182,0.3491,1.2259
81,butterfly,palm_tree,worm,bear,Q4,0.668812,0.789474,centroid,0.8824,0.866,0.898,0.2902
81,butterfly,palm_tree,worm,bear,Q4,0.668812,0.789474,exemplar_knn_k3,0.8691,0.8542,0.8833,1.036
81,butterfly,palm_tree,worm,bear,Q4,0.668812,0.789474,logreg,0.872,0.8533,0.8909,0.5856
81,butterfly,palm_tree,worm,bear,Q4,0.668812,0.789474,random,0.3249,0.3102,0.3391,1.2418
82,castle,mountain,can,bicycle,Q4,0.537413,0.625,centroid,0.9773,0.9689,0.9849,0.3493
82,castle,mountain,can,bicycle,Q4,0.537413,0.625,exemplar_knn_k3,0.9707,0.9613,0.9791,1.2515
82,castle,mountain,can,bicycle,Q4,0.537413,0.625,logreg,0.9593,0.9427,0.9744,0.6941
82,castle,mountain,can,bicycle,Q4,0.537413,0.625,random,0.3347,0.32,0.3482,1.2265
83,castle,squirrel,table,sweet_pepper,Q4,0.603679,0.652174,centroid,0.9547,0.9429,0.9645,0.3124
83,castle,squirrel,table,sweet_pepper,Q4,0.603679,0.652174,exemplar_knn_k3,0.9436,0.9333,0.9529,1.0587
83,castle,squirrel,table,sweet_pepper,Q4,0.603679,0.652174,logreg,0.9198,0.9011,0.9373,0.6093
83,castle,squirrel,table,sweet_pepper,Q4,0.603679,0.652174,random,0.3389,0.3244,0.3531,1.2255
84,chair,dinosaur,lion,telephone,Q4,0.693337,0.652174,centroid,0.8767,0.8644,0.89,0.3321
84,chair,dinosaur,lion,telephone,Q4,0.693337,0.652174,exemplar_knn_k3,0.8729,0.8611,0.8853,1.2451
84,chair,dinosaur,lion,telephone,Q4,0.693337,0.652174,logreg,0.862,0.8478,0.8778,0.6795
84,chair,dinosaur,lion,telephone,Q4,0.693337,0.652174,random,0.3336,0.3209,0.3467,1.2199
85,clock,lizard,tiger,train,Q4,0.70125,0.666667,centroid,0.8596,0.846,0.874,0.3089
85,clock,lizard,tiger,train,Q4,0.70125,0.666667,exemplar_knn_k3,0.8447,0.8331,0.8567,1.1171
85,clock,lizard,tiger,train,Q4,0.70125,0.666667,logreg,0.882,0.8616,0.9027,0.6254
85,clock,lizard,tiger,train,Q4,0.70125,0.666667,random,0.3142,0.2998,0.3284,1.2066
86,crab,train,trout,keyboard,Q4,0.683321,0.619048,centroid,0.8633,0.852,0.8756,0.2995
86,crab,train,trout,keyboard,Q4,0.683321,0.619048,exemplar_knn_k3,0.8598,0.8487,0.8709,1.076
86,crab,train,trout,keyboard,Q4,0.683321,0.619048,logreg,0.8524,0.838,0.8671,0.6041
86,crab,train,trout,keyboard,Q4,0.683321,0.619048,random,0.3333,0.3224,0.3436,1.2517
87,crocodile,flatfish,beaver,tank,Q4,0.389993,0.809524,centroid,0.802,0.7909,0.814,0.1865
87,crocodile,flatfish,beaver,tank,Q4,0.389993,0.809524,exemplar_knn_k3,0.7729,0.7602,0.7853,0.8915
87,crocodile,flatfish,beaver,tank,Q4,0.389993,0.809524,logreg,0.8038,0.7907,0.8167,0.4049
87,crocodile,flatfish,beaver,tank,Q4,0.389993,0.809524,random,0.3342,0.3207,0.348,1.2152
88,crocodile,palm_tree,apple,bowl,Q4,0.633182,0.8,centroid,0.9213,0.9067,0.936,0.2649
88,crocodile,palm_tree,apple,bowl,Q4,0.633182,0.8,exemplar_knn_k3,0.9089,0.8956,0.9213,1.0584
88,crocodile,palm_tree,apple,bowl,Q4,0.633182,0.8,logreg,0.9129,0.8904,0.934,0.5505
88,crocodile,palm_tree,apple,bowl,Q4,0.633182,0.8,random,0.3416,0.3269,0.3558,1.1969
89,crocodile,trout,fox,train,Q4,0.489642,0.8,centroid,0.9347,0.9216,0.9464,0.2978
89,crocodile,trout,fox,train,Q4,0.489642,0.8,exemplar_knn_k3,0.9218,0.9076,0.9351,1.1274
89,crocodile,trout,fox,train,Q4,0.489642,0.8,logreg,0.9333,0.9182,0.9471,0.6125
89,crocodile,trout,fox,train,Q4,0.489642,0.8,random,0.3373,0.3233,0.3509,1.2002
90,flatfish,poppy,mountain,lobster,Q4,0.70141,0.8,centroid,0.8444,0.8291,0.8611,0.2686
90,flatfish,poppy,mountain,lobster,Q4,0.70141,0.8,exemplar_knn_k3,0.8238,0.8142,0.8338,1.0167
90,flatfish,poppy,mountain,lobster,Q4,0.70141,0.8,logreg,0.8456,0.8267,0.8649,0.5537
90,flatfish,poppy,mountain,lobster,Q4,0.70141,0.8,random,0.3398,0.3224,0.358,1.2014
91,forest,skunk,aquarium_fish,bowl,Q4,0.552535,0.846154,centroid,0.9344,0.9218,0.9462,0.2849
91,forest,skunk,aquarium_fish,bowl,Q4,0.552535,0.846154,exemplar_knn_k3,0.9282,0.9176,0.9384,1.0674
91,forest,skunk,aquarium_fish,bowl,Q4,0.552535,0.846154,logreg,0.9062,0.8876,0.9242,0.5839
91,forest,skunk,aquarium_fish,bowl,Q4,0.552535,0.846154,random,0.334,0.3204,0.3478,1.1886
92,leopard,turtle,skunk,woman,Q4,0.617302,0.8,centroid,0.8762,0.8624,0.8907,0.2784
92,leopard,turtle,skunk,woman,Q4,0.617302,0.8,exemplar_knn_k3,0.8611,0.8491,0.8736,1.0815
92,leopard,turtle,skunk,woman,Q4,0.617302,0.8,logreg,0.8862,0.8702,0.9022,0.5696
92,leopard,turtle,skunk,woman,Q4,0.617302,0.8,random,0.3316,0.318,0.3444,1.2038
93,lion,raccoon,pickup_truck,boy,Q4,0.504489,0.84,centroid,0.9564,0.9449,0.9669,0.2832
93,lion,raccoon,pickup_truck,boy,Q4,0.504489,0.84,exemplar_knn_k3,0.9622,0.9524,0.9713,1.0916
93,lion,raccoon,pickup_truck,boy,Q4,0.504489,0.84,logreg,0.9416,0.9249,0.9564,0.5779
93,lion,raccoon,pickup_truck,boy,Q4,0.504489,0.84,random,0.3311,0.3147,0.3467,1.2441
94,mushroom,ray,seal,whale,Q4,0.691125,0.888889,centroid,0.7847,0.7711,0.7993,0.1784
94,mushroom,ray,seal,whale,Q4,0.691125,0.888889,exemplar_knn_k3,0.7718,0.7576,0.7864,0.8152
94,mushroom,ray,seal,whale,Q4,0.691125,0.888889,logreg,0.7827,0.7651,0.8,0.3879
94,mushroom,ray,seal,whale,Q4,0.691125,0.888889,random,0.3264,0.3158,0.3367,1.213
95,otter,rocket,dinosaur,couch,Q4,0.611723,0.789474,centroid,0.8873,0.8711,0.9027,0.2597
95,otter,rocket,dinosaur,couch,Q4,0.611723,0.789474,exemplar_knn_k3,0.8733,0.8591,0.8876,1.0234
95,otter,rocket,dinosaur,couch,Q4,0.611723,0.789474,logreg,0.8867,0.8687,0.9042,0.5358
95,otter,rocket,dinosaur,couch,Q4,0.611723,0.789474,random,0.3553,0.3422,0.3689,1.2312
96,otter,skunk,shrew,camel,Q4,0.382485,0.764706,centroid,0.8202,0.8069,0.8333,0.1793
96,otter,skunk,shrew,camel,Q4,0.382485,0.764706,exemplar_knn_k3,0.8069,0.7922,0.822,0.8962
96,otter,skunk,shrew,camel,Q4,0.382485,0.764706,logreg,0.8131,0.8016,0.8251,0.4057
96,otter,skunk,shrew,camel,Q4,0.382485,0.764706,random,0.3316,0.3178,0.346,1.2351
97,palm_tree,woman,mountain,television,Q4,0.65551,0.692308,centroid,0.8538,0.8418,0.8669,0.2852
97,palm_tree,woman,mountain,television,Q4,0.65551,0.692308,exemplar_knn_k3,0.852,0.8373,0.8673,1.1761
97,palm_tree,woman,mountain,television,Q4,0.65551,0.692308,logreg,0.8398,0.8324,0.8473,0.6232
97,palm_tree,woman,mountain,television,Q4,0.65551,0.692308,random,0.3358,0.3202,0.3516,1.2066
98,rabbit,sea,cockroach,bridge,Q4,0.697814,0.789474,centroid,0.8209,0.8131,0.83,0.3049
98,rabbit,sea,cockroach,bridge,Q4,0.697814,0.789474,exemplar_knn_k3,0.8173,0.8089,0.826,1.1356
98,rabbit,sea,cockroach,bridge,Q4,0.697814,0.789474,logreg,0.8171,0.8084,0.8273,0.6167
98,rabbit,sea,cockroach,bridge,Q4,0.697814,0.789474,random,0.3482,0.3349,0.3607,1.2262
99,table,tractor,boy,cattle,Q4,0.70997,0.875,centroid,0.8404,0.8302,0.8507,0.2516
99,table,tractor,boy,cattle,Q4,0.70997,0.875,exemplar_knn_k3,0.8436,0.8298,0.8576,0.9636
99,table,tractor,boy,cattle,Q4,0.70997,0.875,logreg,0.8356,0.8247,0.8476,0.5195
99,table,tractor,boy,cattle,Q4,0.70997,0.875,random,0.3264,0.3153,0.338,1.2304
