tier,learner,ways,shots,pool_type,n_episodes,chance,c1_mean,c1_ci_low,c1_ci_high,c2_mean,c2_ci_low,c2_ci_high,margin_mean,margin_ci_low,margin_ci_high
mid,random,3,3,large,30,0.3333,0.3342,0.3218,0.3453,0.0411,0.0322,0.0494,1.2251,1.1963,1.2554
mid,random,3,3,medium,30,0.3333,0.3342,0.3218,0.3453,0.1083,0.0961,0.12,1.2251,1.1963,1.2554
mid,random,3,3,oov_25,30,0.3333,0.3342,0.3218,0.3453,0.1161,0.1017,0.1305,1.2251,1.1963,1.2554
mid,random,3,3,oov_50,30,0.3333,0.3342,0.3218,0.3453,0.1056,0.0955,0.1161,1.2251,1.1963,1.2554
mid,random,3,3,small,30,0.3333,0.3342,0.3218,0.3453,0.2144,0.1961,0.2333,1.2251,1.1963,1.2554
mid,random,3,5,hard,30,0.3333,0.3295,0.3167,0.3458,0.0955,0.0822,0.1106,1.2204,1.1906,1.2473
mid,random,3,5,large,30,0.3333,0.3295,0.3167,0.3458,0.0394,0.0311,0.0478,1.2204,1.1906,1.2473
mid,random,3,5,medium,30,0.3333,0.3295,0.3167,0.3458,0.1111,0.0961,0.1267,1.2204,1.1906,1.2473
mid,random,3,5,oov_25,30,0.3333,0.3295,0.3167,0.3458,0.1,0.0883,0.1128,1.2204,1.1906,1.2473
mid,random,3,5,oov_50,30,0.3333,0.3295,0.3167,0.3458,0.0978,0.0867,0.11,1.2204,1.1906,1.2473
mid,random,3,5,small,30,0.3333,0.3295,0.3167,0.3458,0.1983,0.18,0.2178,1.2204,1.1906,1.2473
native,centroid,3,1,std_nway,30,0.3333,0.8451,0.8096,0.8796,0.835,0.7922,0.8722,0.1792,0.1629,0.1941
native,centroid,3,10,std_nway,30,0.3333,0.9656,0.9511,0.9771,0.9544,0.9339,0.9717,0.2747,0.2576,0.2895
native,centroid,3,20,std_nway,30,0.3333,0.9742,0.9626,0.9833,0.9606,0.9483,0.9717,0.2829,0.2669,0.2981
native,centroid,3,3,std_nway,30,0.3333,0.9324,0.9127,0.9489,0.9311,0.9106,0.9506,0.2307,0.2167,0.2444
native,centroid,3,5,std_nway,30,0.3333,0.9429,0.922,0.9596,0.93,0.9005,0.955,0.244,0.2265,0.2589
native,centroid,5,1,std_nway,30,0.2,0.7557,0.7249,0.7875,0.7633,0.733,0.7954,0.1416,0.133,0.1509
native,centroid,5,10,std_nway,30,0.2,0.938,0.9269,0.9496,0.9307,0.912,0.9493,0.2342,0.2257,0.2435
native,centroid,5,20,std_nway,30,0.2,0.9555,0.9487,0.9613,0.9217,0.9057,0.9377,0.2387,0.2304,0.2468
native,centroid,5,3,std_nway,30,0.2,0.8823,0.8624,0.9017,0.854,0.8333,0.8743,0.1859,0.1766,0.1944
native,centroid,5,5,std_nway,30,0.2,0.92,0.9055,0.9352,0.882,0.8623,0.9023,0.2045,0.1957,0.2137
native,exemplar_knn_k1,3,1,std_nway,30,0.3333,0.8451,0.8096,0.8796,0.8555,0.8189,0.89,0.3399,0.3235,0.3561
native,exemplar_knn_k1,3,10,std_nway,30,0.3333,0.9522,0.9387,0.964,0.9622,0.945,0.9767,0.4954,0.4856,0.5036
native,exemplar_knn_k1,3,20,std_nway,30,0.3333,0.9611,0.9529,0.9687,0.9656,0.9533,0.9756,0.5308,0.522,0.539
native,exemplar_knn_k1,3,3,std_nway,30,0.3333,0.9227,0.9049,0.9378,0.9422,0.925,0.9572,0.4205,0.4088,0.4305
native,exemplar_knn_k1,3,5,std_nway,30,0.3333,0.9336,0.9173,0.9493,0.9478,0.9256,0.9645,0.4526,0.4416,0.4627
native,exemplar_knn_k1,5,1,std_nway,30,0.2,0.7557,0.7249,0.7875,0.7603,0.727,0.795,0.3307,0.3204,0.3407
native,exemplar_knn_k1,5,10,std_nway,30,0.2,0.9143,0.9023,0.9272,0.916,0.9013,0.9313,0.4967,0.4911,0.5029
native,exemplar_knn_k1,5,20,std_nway,30,0.2,0.9309,0.9236,0.9384,0.934,0.9223,0.9447,0.531,0.5246,0.538
native,exemplar_knn_k1,5,3,std_nway,30,0.2,0.8519,0.8331,0.87,0.8487,0.8263,0.8703,0.4189,0.4106,0.4268
native,exemplar_knn_k1,5,5,std_nway,30,0.2,0.8868,0.8695,0.9052,0.8907,0.8713,0.9107,0.4513,0.4439,0.4588
native,exemplar_knn_k3,3,1,std_nway,30,0.3333,0.8451,0.8096,0.8796,0.835,0.7922,0.8722,0.1792,0.1629,0.1941
native,exemplar_knn_k3,3,10,std_nway,30,0.3333,0.9542,0.9387,0.968,0.9855,0.9761,0.9933,1.2319,1.1913,1.2701
native,exemplar_knn_k3,3,20,std_nway,30,0.3333,0.9687,0.9602,0.9762,0.9905,0.9856,0.9944,1.3826,1.3415,1.4183
native,exemplar_knn_k3,3,3,std_nway,30,0.3333,0.9169,0.8944,0.9356,0.9667,0.9494,0.98,0.7962,0.7467,0.8404
native,exemplar_knn_k3,3,5,std_nway,30,0.3333,0.9316,0.9116,0.9493,0.9767,0.9605,0.9894,1.0084,0.9539,1.0559
native,exemplar_knn_k3,5,1,std_nway,30,0.2,0.7557,0.7249,0.7875,0.77,0.7403,0.8023,0.1416,0.133,0.1509
native,exemplar_knn_k3,5,10,std_nway,30,0.2,0.9201,0.9076,0.9327,0.96,0.946,0.973,1.1627,1.1309,1.1982
native,exemplar_knn_k3,5,20,std_nway,30,0.2,0.9361,0.9285,0.9441,0.9677,0.9593,0.975,1.3176,1.2882,1.3491
native,exemplar_knn_k3,5,3,std_nway,30,0.2,0.8563,0.8349,0.8765,0.9123,0.894,0.9297,0.6811,0.6444,0.7185
native,exemplar_knn_k3,5,5,std_nway,30,0.2,0.8959,0.8793,0.9123,0.9457,0.9307,0.9607,0.9125,0.877,0.9487
native,exemplar_knn_k5,3,1,std_nway,30,0.3333,0.8451,0.8096,0.8796,0.835,0.7922,0.8722,0.1792,0.1629,0.1941
native,exemplar_knn_k5,3,10,std_nway,30,0.3333,0.9533,0.9376,0.9682,0.9905,0.9833,0.9961,1.8048,1.7284,1.8765
native,exemplar_knn_k5,3,20,std_nway,30,0.3333,0.9684,0.9573,0.9773,0.9961,0.9933,0.9983,2.1187,2.0424,2.1864
native,exemplar_knn_k5,3,3,std_nway,30,0.3333,0.918,0.8976,0.9373,0.9561,0.9389,0.9706,0.6432,0.6055,0.677
native,exemplar_knn_k5,3,5,std_nway,30,0.3333,0.9262,0.9051,0.9456,0.9706,0.955,0.9833,1.2428,1.1614,1.3154
native,exemplar_knn_k5,5,1,std_nway,30,0.2,0.7557,0.7249,0.7875,0.7633,0.733,0.7954,0.1416,0.133,0.1509
native,exemplar_knn_k5,5,10,std_nway,30,0.2,0.9204,0.9076,0.9333,0.9703,0.958,0.9813,1.6669,1.6103,1.7302
native,exemplar_knn_k5,5,20,std_nway,30,0.2,0.9409,0.9327,0.9485,0.9817,0.976,0.9867,1.991,1.938,2.0455
native,exemplar_knn_k5,5,3,std_nway,30,0.2,0.8601,0.8395,0.8796,0.8983,0.8803,0.9164,0.5721,0.5434,0.5986
native,exemplar_knn_k5,5,5,std_nway,30,0.2,0.8992,0.8827,0.9152,0.95,0.934,0.9653,1.095,1.0444,1.1449
native,kcentroid_k1,3,1,std_nway,30,0.3333,0.8451,0.8096,0.8796,0.835,0.7922,0.8722,0.1792,0.1629,0.1941
native,kcentroid_k1,3,10,std_nway,30,0.3333,0.9656,0.9511,0.9771,0.9544,0.9339,0.9717,0.2747,0.2576,0.2895
native,kcentroid_k1,3,20,std_nway,30,0.3333,0.9742,0.9626,0.9833,0.9606,0.9483,0.9717,0.2829,0.2669,0.2981
native,kcentroid_k1,3,3,std_nway,30,0.3333,0.9324,0.9127,0.9489,0.9311,0.9106,0.9506,0.2307,0.2167,0.2444
native,kcentroid_k1,3,5,std_nway,30,0.3333,0.9429,0.922,0.9596,0.93,0.9005,0.955,0.244,0.2265,0.2589
native,kcentroid_k1,5,1,std_nway,30,0.2,0.7557,0.7249,0.7875,0.7633,0.733,0.7954,0.1416,0.133,0.1509
native,kcentroid_k1,5,10,std_nway,30,0.2,0.938,0.9269,0.9496,0.9307,0.912,0.9493,0.2342,0.2257,0.2435
native,kcentroid_k1,5,20,std_nway,30,0.2,0.9555,0.9487,0.9613,0.9217,0.9057,0.9377,0.2387,0.2304,0.2468
native,kcentroid_k1,5,3,std_nway,30,0.2,0.8823,0.8624,0.9017,0.854,0.8333,0.8743,0.1859,0.1766,0.1944
native,kcentroid_k1,5,5,std_nway,30,0.2,0.92,0.9055,0.9352,0.882,0.8623,0.9023,0.2045,0.1957,0.2137
native,kcentroid_k2,3,1,std_nway,30,0.3333,0.8451,0.8096,0.8796,0.835,0.7922,0.8722,0.1792,0.1629,0.1941
native,kcentroid_k2,3,10,std_nway,30,0.3333,0.9587,0.9449,0.9704,0.9583,0.9389,0.9744,0.274,0.2576,0.288
native,kcentroid_k2,3,20,std_nway,30,0.3333,0.974,0.9662,0.9804,0.9633,0.9511,0.9734,0.2904,0.2754,0.3038
native,kcentroid_k2,3,3,std_nway,30,0.3333,0.9264,0.9089,0.9409,0.9328,0.9111,0.9528,0.2241,0.2106,0.2368
native,kcentroid_k2,3,5,std_nway,30,0.3333,0.9378,0.9202,0.9533,0.9295,0.9006,0.955,0.2404,0.2237,0.2555
native,kcentroid_k2,5,1,std_nway,30,0.2,0.7557,0.7249,0.7875,0.7633,0.733,0.7954,0.1416,0.133,0.1509
native,kcentroid_k2,5,10,std_nway,30,0.2,0.9345,0.9229,0.9457,0.9297,0.91,0.9483,0.233,0.2241,0.2424
native,kcentroid_k2,5,20,std_nway,30,0.2,0.9493,0.9416,0.9565,0.929,0.9137,0.9443,0.2444,0.2365,0.2527
native,kcentroid_k2,5,3,std_nway,30,0.2,0.8621,0.844,0.8809,0.8403,0.815,0.866,0.178,0.1693,0.1863
native,kcentroid_k2,5,5,std_nway,30,0.2,0.9041,0.8876,0.9213,0.882,0.8576,0.904,0.2019,0.1935,0.2107
native,kcentroid_k3,3,1,std_nway,30,0.3333,0.8451,0.8096,0.8796,0.835,0.7922,0.8722,0.1792,0.1629,0.1941
native,kcentroid_k3,3,10,std_nway,30,0.3333,0.9593,0.946,0.9718,0.9583,0.9389,0.9745,0.2693,0.2529,0.2826
native,kcentroid_k3,3,20,std_nway,30,0.3333,0.9738,0.9664,0.98,0.9594,0.945,0.9711,0.2895,0.2746,0.3028
native,kcentroid_k3,3,3,std_nway,30,0.3333,0.9227,0.9049,0.9378,0.9272,0.9039,0.9472,0.2133,0.1999,0.2255
native,kcentroid_k3,3,5,std_nway,30,0.3333,0.9349,0.9175,0.9507,0.9272,0.9,0.9511,0.2355,0.2195,0.2496
native,kcentroid_k3,5,1,std_nway,30,0.2,0.7557,0.7249,0.7875,0.7633,0.733,0.7954,0.1416,0.133,0.1509
native,kcentroid_k3,5,10,std_nway,30,0.2,0.9283,0.9163,0.9401,0.9263,0.907,0.9453,0.2302,0.2212,0.2395
native,kcentroid_k3,5,20,std_nway,30,0.2,0.9435,0.9347,0.952,0.9287,0.9147,0.9423,0.2436,0.2357,0.2518
native,kcentroid_k3,5,3,std_nway,30,0.2,0.8519,0.8331,0.87,0.84,0.8153,0.8647,0.1694,0.1615,0.177
native,kcentroid_k3,5,5,std_nway,30,0.2,0.8981,0.8815,0.9153,0.876,0.8547,0.897,0.1958,0.1877,0.2041
native,linsvm,3,1,std_nway,30,0.3333,0.8449,0.8107,0.8767,0.9133,0.8828,0.9406,0.2657,0.2427,0.2871
native,linsvm,3,10,std_nway,30,0.3333,0.9709,0.96,0.98,0.995,0.9883,0.9989,1.0852,1.0468,1.1216
native,linsvm,3,20,std_nway,30,0.3333,0.9838,0.9787,0.9884,0.9983,0.9956,1.0,1.3325,1.2929,1.3698
native,linsvm,3,3,std_nway,30,0.3333,0.9424,0.9253,0.956,0.9844,0.9756,0.9917,0.5884,0.5575,0.6158
native,linsvm,3,5,std_nway,30,0.3333,0.9498,0.9293,0.9662,0.9883,0.9778,0.9956,0.7768,0.7315,0.8161
native,linsvm,5,1,std_nway,30,0.2,0.7615,0.7335,0.7912,0.8403,0.8103,0.872,0.2121,0.1997,0.2248
native,linsvm,5,10,std_nway,30,0.2,0.9484,0.9395,0.9575,0.9817,0.974,0.9887,0.9507,0.9281,0.9741
native,linsvm,5,20,std_nway,30,0.2,0.9631,0.9569,0.9689,0.9913,0.9873,0.9947,1.1966,1.1716,1.2213
native,linsvm,5,3,std_nway,30,0.2,0.8924,0.8737,0.9104,0.9427,0.9263,0.958,0.4862,0.4677,0.5053
native,linsvm,5,5,std_nway,30,0.2,0.9309,0.9181,0.944,0.9697,0.9613,0.9783,0.6634,0.6434,0.6854
native,logreg,3,1,std_nway,30,0.3333,0.8444,0.8107,0.876,0.9139,0.885,0.94,0.1381,0.126,0.1495
native,logreg,3,10,std_nway,30,0.3333,0.9718,0.9607,0.9804,0.995,0.9878,0.9994,0.8618,0.8181,0.9032
native,logreg,3,20,std_nway,30,0.3333,0.9811,0.9747,0.9869,0.9961,0.9922,0.9994,1.2746,1.2182,1.327
native,logreg,3,3,std_nway,30,0.3333,0.9438,0.9258,0.958,0.9844,0.9756,0.9917,0.3522,0.3308,0.3714
native,logreg,3,5,std_nway,30,0.3333,0.9491,0.9287,0.966,0.9894,0.9811,0.9956,0.5139,0.4807,0.5428
native,logreg,5,1,std_nway,30,0.2,0.7621,0.7333,0.7908,0.834,0.8013,0.8663,0.1189,0.1116,0.1262
native,logreg,5,10,std_nway,30,0.2,0.9487,0.9399,0.9573,0.9803,0.9727,0.9873,0.8372,0.8093,0.8665
native,logreg,5,20,std_nway,30,0.2,0.9615,0.9553,0.9669,0.9873,0.981,0.9927,1.2465,1.2108,1.2836
native,logreg,5,3,std_nway,30,0.2,0.8951,0.878,0.9121,0.9377,0.9227,0.9527,0.3167,0.3027,0.3308
native,logreg,5,5,std_nway,30,0.2,0.9301,0.9165,0.9441,0.9637,0.9537,0.974,0.4835,0.4642,0.5033
native,random,3,1,std_nway,30,0.3333,0.3253,0.3095,0.34,0.3172,0.2995,0.3333,1.223,1.197,1.2506
native,random,3,10,std_nway,30,0.3333,0.3367,0.3211,0.3538,0.325,0.2989,0.35,1.2108,1.1815,1.2392
native,random,3,20,std_nway,30,0.3333,0.3411,0.3264,0.3571,0.3444,0.3194,0.3706,1.2014,1.1725,1.2255
native,random,3,3,std_nway,30,0.3333,0.33,0.3153,0.3467,0.3306,0.3056,0.3572,1.187,1.1584,1.2182
native,random,3,5,std_nway,30,0.3333,0.3393,0.3251,0.3538,0.33,0.3028,0.3539,1.1906,1.1626,1.2172
native,random,5,1,std_nway,30,0.2,0.198,0.1903,0.2049,0.1973,0.182,0.2157,1.1039,1.0816,1.1257
native,random,5,10,std_nway,30,0.2,0.1963,0.1869,0.2059,0.1967,0.1823,0.2103,1.1062,1.0848,1.1305
native,random,5,20,std_nway,30,0.2,0.1988,0.1921,0.2059,0.208,0.1893,0.2273,1.1167,1.0903,1.1411
native,random,5,3,std_nway,30,0.2,0.2035,0.1944,0.2139,0.189,0.172,0.205,1.1037,1.085,1.1223
native,random,5,5,std_nway,30,0.2,0.1948,0.1855,0.204,0.1873,0.1713,0.2037,1.0964,1.0731,1.1212
near,centroid,3,1,hard,30,0.3333,0.7264,0.7049,0.748,0.2822,0.2505,0.3167,0.1348,0.1279,0.1418
near,centroid,3,1,large,30,0.3333,0.7264,0.7049,0.748,0.4922,0.4483,0.5317,0.1348,0.1279,0.1418
near,centroid,3,1,medium,30,0.3333,0.7264,0.7049,0.748,0.585,0.5527,0.6189,0.1348,0.1279,0.1418
near,centroid,3,1,oov_25,30,0.3333,0.7264,0.7049,0.748,0.5589,0.5206,0.5939,0.1348,0.1279,0.1418
near,centroid,3,1,oov_50,30,0.3333,0.7264,0.7049,0.748,0.5361,0.5028,0.5678,0.1348,0.1279,0.1418
near,centroid,3,1,small,30,0.3333,0.7264,0.7049,0.748,0.6639,0.63,0.6961,0.1348,0.1279,0.1418
near,centroid,3,10,hard,30,0.3333,0.8793,0.8664,0.8918,0.3011,0.2733,0.3317,0.1716,0.1667,0.1766
near,centroid,3,10,large,30,0.3333,0.8793,0.8664,0.8918,0.66,0.6356,0.6856,0.1716,0.1667,0.1766
near,centroid,3,10,medium,30,0.3333,0.8793,0.8664,0.8918,0.7294,0.7083,0.7511,0.1716,0.1667,0.1766
near,centroid,3,10,oov_25,30,0.3333,0.8793,0.8664,0.8918,0.7044,0.6833,0.7289,0.1716,0.1667,0.1766
near,centroid,3,10,oov_50,30,0.3333,0.8793,0.8664,0.8918,0.6717,0.6483,0.6978,0.1716,0.1667,0.1766
near,centroid,3,10,small,30,0.3333,0.8793,0.8664,0.8918,0.8022,0.78,0.8272,0.1716,0.1667,0.1766
near,centroid,3,20,hard,30,0.3333,0.8935,0.8762,0.9113,0.2517,0.2261,0.2772,0.1614,0.1574,0.1654
near,centroid,3,20,large,30,0.3333,0.8935,0.8762,0.9113,0.6439,0.6211,0.6667,0.1614,0.1574,0.1654
near,centroid,3,20,medium,30,0.3333,0.8935,0.8762,0.9113,0.7172,0.6883,0.745,0.1614,0.1574,0.1654
near,centroid,3,20,oov_25,30,0.3333,0.8935,0.8762,0.9113,0.6883,0.6605,0.7156,0.1614,0.1574,0.1654
near,centroid,3,20,oov_50,30,0.3333,0.8935,0.8762,0.9113,0.6517,0.6172,0.6845,0.1614,0.1574,0.1654
near,centroid,3,20,small,30,0.3333,0.8935,0.8762,0.9113,0.7867,0.7583,0.8133,0.1614,0.1574,0.1654
near,centroid,3,3,hard,30,0.3333,0.8436,0.8304,0.8584,0.2906,0.2656,0.3161,0.1597,0.1529,0.1659
near,centroid,3,3,large,30,0.3333,0.8436,0.8304,0.8584,0.5844,0.5489,0.6206,0.1597,0.1529,0.1659
near,centroid,3,3,medium,30,0.3333,0.8436,0.8304,0.8584,0.6756,0.6461,0.7056,0.1597,0.1529,0.1659
near,centroid,3,3,oov_25,30,0.3333,0.8436,0.8304,0.8584,0.665,0.64,0.695,0.1597,0.1529,0.1659
near,centroid,3,3,oov_50,30,0.3333,0.8436,0.8304,0.8584,0.6222,0.5922,0.6522,0.1597,0.1529,0.1659
near,centroid,3,3,small,30,0.3333,0.8436,0.8304,0.8584,0.7544,0.7294,0.78,0.1597,0.1529,0.1659
near,centroid,3,5,hard,30,0.3333,0.8467,0.8307,0.862,0.3061,0.2706,0.3378,0.1687,0.1645,0.173
near,centroid,3,5,large,30,0.3333,0.8467,0.8307,0.862,0.6139,0.5827,0.645,0.1687,0.1645,0.173
near,centroid,3,5,medium,30,0.3333,0.8467,0.8307,0.862,0.6906,0.6605,0.72,0.1687,0.1645,0.173
near,centroid,3,5,oov_25,30,0.3333,0.8467,0.8307,0.862,0.6733,0.6428,0.7033,0.1687,0.1645,0.173
near,centroid,3,5,oov_50,30,0.3333,0.8467,0.8307,0.862,0.6406,0.6095,0.6695,0.1687,0.1645,0.173
near,centroid,3,5,small,30,0.3333,0.8467,0.8307,0.862,0.7639,0.7378,0.7911,0.1687,0.1645,0.173
near,exemplar_knn_k1,3,1,hard,30,0.3333,0.7264,0.7049,0.748,0.2994,0.2666,0.335,0.2666,0.2578,0.2748
near,exemplar_knn_k1,3,1,large,30,0.3333,0.7264,0.7049,0.748,0.5206,0.4806,0.5567,0.2666,0.2578,0.2748
near,exemplar_knn_k1,3,1,medium,30,0.3333,0.7264,0.7049,0.748,0.6161,0.5789,0.6517,0.2666,0.2578,0.2748
near,exemplar_knn_k1,3,1,oov_25,30,0.3333,0.7264,0.7049,0.748,0.575,0.5389,0.6122,0.2666,0.2578,0.2748
near,exemplar_knn_k1,3,1,oov_50,30,0.3333,0.7264,0.7049,0.748,0.5556,0.5194,0.5889,0.2666,0.2578,0.2748
near,exemplar_knn_k1,3,1,small,30,0.3333,0.7264,0.7049,0.748,0.6956,0.6594,0.7283,0.2666,0.2578,0.2748
near,exemplar_knn_k1,3,10,hard,30,0.3333,0.8547,0.8391,0.868,0.3522,0.3278,0.3756,0.3951,0.3911,0.3987
near,exemplar_knn_k1,3,10,large,30,0.3333,0.8547,0.8391,0.868,0.6972,0.6617,0.7284,0.3951,0.3911,0.3987
near,exemplar_knn_k1,3,10,medium,30,0.3333,0.8547,0.8391,0.868,0.7761,0.745,0.8022,0.3951,0.3911,0.3987
near,exemplar_knn_k1,3,10,oov_25,30,0.3333,0.8547,0.8391,0.868,0.7217,0.6961,0.7461,0.3951,0.3911,0.3987
near,exemplar_knn_k1,3,10,oov_50,30,0.3333,0.8547,0.8391,0.868,0.6578,0.6328,0.6828,0.3951,0.3911,0.3987
near,exemplar_knn_k1,3,10,small,30,0.3333,0.8547,0.8391,0.868,0.8339,0.8145,0.8528,0.3951,0.3911,0.3987
near,exemplar_knn_k1,3,20,hard,30,0.3333,0.8691,0.8567,0.8822,0.3222,0.2966,0.3467,0.4106,0.4073,0.4141
near,exemplar_knn_k1,3,20,large,30,0.3333,0.8691,0.8567,0.8822,0.6728,0.6406,0.7044,0.4106,0.4073,0.4141
near,exemplar_knn_k1,3,20,medium,30,0.3333,0.8691,0.8567,0.8822,0.7761,0.7528,0.8,0.4106,0.4073,0.4141
near,exemplar_knn_k1,3,20,oov_25,30,0.3333,0.8691,0.8567,0.8822,0.7106,0.6833,0.7361,0.4106,0.4073,0.4141
near,exemplar_knn_k1,3,20,oov_50,30,0.3333,0.8691,0.8567,0.8822,0.6383,0.6061,0.6683,0.4106,0.4073,0.4141
near,exemplar_knn_k1,3,20,small,30,0.3333,0.8691,0.8567,0.8822,0.8239,0.8016,0.845,0.4106,0.4073,0.4141
near,exemplar_knn_k1,3,3,hard,30,0.3333,0.8249,0.8098,0.8391,0.2906,0.2583,0.3228,0.3402,0.334,0.3464
near,exemplar_knn_k1,3,3,large,30,0.3333,0.8249,0.8098,0.8391,0.6456,0.6117,0.6828,0.3402,0.334,0.3464
near,exemplar_knn_k1,3,3,medium,30,0.3333,0.8249,0.8098,0.8391,0.72,0.6866,0.7561,0.3402,0.334,0.3464
near,exemplar_knn_k1,3,3,oov_25,30,0.3333,0.8249,0.8098,0.8391,0.6794,0.6494,0.7094,0.3402,0.334,0.3464
near,exemplar_knn_k1,3,3,oov_50,30,0.3333,0.8249,0.8098,0.8391,0.615,0.5828,0.6434,0.3402,0.334,0.3464
near,exemplar_knn_k1,3,3,small,30,0.3333,0.8249,0.8098,0.8391,0.7894,0.7639,0.8178,0.3402,0.334,0.3464
near,exemplar_knn_k1,3,5,hard,30,0.3333,0.8305,0.8151,0.8467,0.3356,0.3033,0.3672,0.3648,0.3584,0.3711
near,exemplar_knn_k1,3,5,large,30,0.3333,0.8305,0.8151,0.8467,0.6461,0.6133,0.6772,0.3648,0.3584,0.3711
near,exemplar_knn_k1,3,5,medium,30,0.3333,0.8305,0.8151,0.8467,0.7278,0.6983,0.7572,0.3648,0.3584,0.3711
near,exemplar_knn_k1,3,5,oov_25,30,0.3333,0.8305,0.8151,0.8467,0.69,0.6639,0.7144,0.3648,0.3584,0.3711
near,exemplar_knn_k1,3,5,oov_50,30,0.3333,0.8305,0.8151,0.8467,0.6356,0.6089,0.6606,0.3648,0.3584,0.3711
near,exemplar_knn_k1,3,5,small,30,0.3333,0.8305,0.8151,0.8467,0.7972,0.7767,0.8172,0.3648,0.3584,0.3711
near,exemplar_knn_k3,3,1,hard,30,0.3333,0.7264,0.7049,0.748,0.2822,0.2505,0.3167,0.1348,0.1279,0.1418
near,exemplar_knn_k3,3,1,large,30,0.3333,0.7264,0.7049,0.748,0.4922,0.4483,0.5317,0.1348,0.1279,0.1418
near,exemplar_knn_k3,3,1,medium,30,0.3333,0.7264,0.7049,0.748,0.585,0.5527,0.6189,0.1348,0.1279,0.1418
near,exemplar_knn_k3,3,1,oov_25,30,0.3333,0.7264,0.7049,0.748,0.5589,0.5206,0.5939,0.1348,0.1279,0.1418
near,exemplar_knn_k3,3,1,oov_50,30,0.3333,0.7264,0.7049,0.748,0.5361,0.5028,0.5678,0.1348,0.1279,0.1418
near,exemplar_knn_k3,3,1,small,30,0.3333,0.7264,0.7049,0.748,0.6639,0.63,0.6961,0.1348,0.1279,0.1418
near,exemplar_knn_k3,3,10,hard,30,0.3333,0.8578,0.846,0.8691,0.3945,0.37,0.4217,0.8725,0.8532,0.8907
near,exemplar_knn_k3,3,10,large,30,0.3333,0.8578,0.846,0.8691,0.7778,0.7506,0.8067,0.8725,0.8532,0.8907
near,exemplar_knn_k3,3,10,medium,30,0.3333,0.8578,0.846,0.8691,0.8461,0.8244,0.8678,0.8725,0.8532,0.8907
near,exemplar_knn_k3,3,10,oov_25,30,0.3333,0.8578,0.846,0.8691,0.7767,0.7539,0.8,0.8725,0.8532,0.8907
near,exemplar_knn_k3,3,10,oov_50,30,0.3333,0.8578,0.846,0.8691,0.7078,0.6828,0.7345,0.8725,0.8532,0.8907
near,exemplar_knn_k3,3,10,small,30,0.3333,0.8578,0.846,0.8691,0.9022,0.8861,0.9194,0.8725,0.8532,0.8907
near,exemplar_knn_k3,3,20,hard,30,0.3333,0.8787,0.8687,0.89,0.375,0.3433,0.405,0.9473,0.9306,0.9641
near,exemplar_knn_k3,3,20,large,30,0.3333,0.8787,0.8687,0.89,0.7706,0.7433,0.7989,0.9473,0.9306,0.9641
near,exemplar_knn_k3,3,20,medium,30,0.3333,0.8787,0.8687,0.89,0.8539,0.8333,0.8761,0.9473,0.9306,0.9641
near,exemplar_knn_k3,3,20,oov_25,30,0.3333,0.8787,0.8687,0.89,0.7683,0.74,0.7967,0.9473,0.9306,0.9641
near,exemplar_knn_k3,3,20,oov_50,30,0.3333,0.8787,0.8687,0.89,0.69,0.6528,0.7239,0.9473,0.9306,0.9641
near,exemplar_knn_k3,3,20,small,30,0.3333,0.8787,0.8687,0.89,0.895,0.8772,0.9122,0.9473,0.9306,0.9641
near,exemplar_knn_k3,3,3,hard,30,0.3333,0.8178,0.8024,0.8333,0.3339,0.3089,0.3589,0.5614,0.5341,0.586
near,exemplar_knn_k3,3,3,large,30,0.3333,0.8178,0.8024,0.8333,0.6778,0.645,0.7123,0.5614,0.5341,0.586
near,exemplar_knn_k3,3,3,medium,30,0.3333,0.8178,0.8024,0.8333,0.7578,0.7272,0.7895,0.5614,0.5341,0.586
near,exemplar_knn_k3,3,3,oov_25,30,0.3333,0.8178,0.8024,0.8333,0.7233,0.6961,0.7511,0.5614,0.5341,0.586
near,exemplar_knn_k3,3,3,oov_50,30,0.3333,0.8178,0.8024,0.8333,0.6428,0.6139,0.6706,0.5614,0.5341,0.586
near,exemplar_knn_k3,3,3,small,30,0.3333,0.8178,0.8024,0.8333,0.8328,0.8111,0.8545,0.5614,0.5341,0.586
near,exemplar_knn_k3,3,5,hard,30,0.3333,0.8331,0.816,0.8502,0.38,0.3406,0.4178,0.7099,0.6908,0.7275
near,exemplar_knn_k3,3,5,large,30,0.3333,0.8331,0.816,0.8502,0.7161,0.6867,0.7439,0.7099,0.6908,0.7275
near,exemplar_knn_k3,3,5,medium,30,0.3333,0.8331,0.816,0.8502,0.795,0.7695,0.8217,0.7099,0.6908,0.7275
near,exemplar_knn_k3,3,5,oov_25,30,0.3333,0.8331,0.816,0.8502,0.7433,0.7194,0.7694,0.7099,0.6908,0.7275
near,exemplar_knn_k3,3,5,oov_50,30,0.3333,0.8331,0.816,0.8502,0.6861,0.66,0.7139,0.7099,0.6908,0.7275
near,exemplar_knn_k3,3,5,small,30,0.3333,0.8331,0.816,0.8502,0.8572,0.8339,0.8806,0.7099,0.6908,0.7275
near,exemplar_knn_k5,3,1,hard,30,0.3333,0.7264,0.7049,0.748,0.2822,0.2505,0.3167,0.1348,0.1279,0.1418
