tier,learner,ways,shots,pool_type,n_episodes,chance,c1_mean,c1_ci_low,c1_ci_high,c2_mean,c2_ci_low,c2_ci_high,margin_mean,margin_ci_low,margin_ci_high
mid,exemplar_knn_k3,3,5,oov_25,30,0.3333,0.6502,0.6335,0.6664,0.5039,0.4733,0.5339,0.627,0.6012,0.6538
mid,exemplar_knn_k3,3,5,oov_50,30,0.3333,0.6502,0.6335,0.6664,0.4572,0.43,0.4856,0.627,0.6012,0.6538
mid,exemplar_knn_k3,3,5,small,30,0.3333,0.6502,0.6335,0.6664,0.6444,0.6144,0.6733,0.627,0.6012,0.6538
mid,exemplar_knn_k5,3,1,hard,30,0.3333,0.6031,0.5807,0.6267,0.2428,0.2117,0.2717,0.1226,0.1153,0.1296
mid,exemplar_knn_k5,3,1,large,30,0.3333,0.6031,0.5807,0.6267,0.3467,0.3155,0.3794,0.1226,0.1153,0.1296
mid,exemplar_knn_k5,3,1,medium,30,0.3333,0.6031,0.5807,0.6267,0.4278,0.3944,0.4611,0.1226,0.1153,0.1296
mid,exemplar_knn_k5,3,1,oov_25,30,0.3333,0.6031,0.5807,0.6267,0.4261,0.3972,0.4572,0.1226,0.1153,0.1296
mid,exemplar_knn_k5,3,1,oov_50,30,0.3333,0.6031,0.5807,0.6267,0.4089,0.3744,0.4417,0.1226,0.1153,0.1296
mid,exemplar_knn_k5,3,1,small,30,0.3333,0.6031,0.5807,0.6267,0.5228,0.4939,0.555,0.1226,0.1153,0.1296
mid,exemplar_knn_k5,3,10,hard,30,0.3333,0.6511,0.6387,0.6636,0.3206,0.2894,0.3505,0.9898,0.9486,1.0308
mid,exemplar_knn_k5,3,10,large,30,0.3333,0.6511,0.6387,0.6636,0.4906,0.46,0.5178,0.9898,0.9486,1.0308
mid,exemplar_knn_k5,3,10,medium,30,0.3333,0.6511,0.6387,0.6636,0.5678,0.5433,0.5911,0.9898,0.9486,1.0308
mid,exemplar_knn_k5,3,10,oov_25,30,0.3333,0.6511,0.6387,0.6636,0.4972,0.4661,0.5272,0.9898,0.9486,1.0308
mid,exemplar_knn_k5,3,10,oov_50,30,0.3333,0.6511,0.6387,0.6636,0.455,0.4272,0.48,0.9898,0.9486,1.0308
mid,exemplar_knn_k5,3,10,small,30,0.3333,0.6511,0.6387,0.6636,0.6411,0.6183,0.6633,0.9898,0.9486,1.0308
mid,exemplar_knn_k5,3,20,hard,30,0.3333,0.6016,0.5867,0.6169,0.2811,0.2561,0.3067,1.1357,1.0905,1.1829
mid,exemplar_knn_k5,3,20,large,30,0.3333,0.6016,0.5867,0.6169,0.4389,0.4172,0.4611,1.1357,1.0905,1.1829
mid,exemplar_knn_k5,3,20,medium,30,0.3333,0.6016,0.5867,0.6169,0.505,0.4839,0.5261,1.1357,1.0905,1.1829
mid,exemplar_knn_k5,3,20,oov_25,30,0.3333,0.6016,0.5867,0.6169,0.4239,0.4022,0.4461,1.1357,1.0905,1.1829
mid,exemplar_knn_k5,3,20,oov_50,30,0.3333,0.6016,0.5867,0.6169,0.3983,0.3783,0.4211,1.1357,1.0905,1.1829
mid,exemplar_knn_k5,3,20,small,30,0.3333,0.6016,0.5867,0.6169,0.5728,0.5467,0.5961,1.1357,1.0905,1.1829
mid,exemplar_knn_k5,3,3,hard,30,0.3333,0.6425,0.6225,0.6616,0.2745,0.24,0.3089,0.3921,0.3702,0.4131
mid,exemplar_knn_k5,3,3,large,30,0.3333,0.6425,0.6225,0.6616,0.4189,0.3856,0.4528,0.3921,0.3702,0.4131
mid,exemplar_knn_k5,3,3,medium,30,0.3333,0.6425,0.6225,0.6616,0.5061,0.4717,0.5383,0.3921,0.3702,0.4131
mid,exemplar_knn_k5,3,3,oov_25,30,0.3333,0.6425,0.6225,0.6616,0.4778,0.4489,0.5061,0.3921,0.3702,0.4131
mid,exemplar_knn_k5,3,3,oov_50,30,0.3333,0.6425,0.6225,0.6616,0.4494,0.415,0.4828,0.3921,0.3702,0.4131
mid,exemplar_knn_k5,3,3,small,30,0.3333,0.6425,0.6225,0.6616,0.5933,0.5633,0.6211,0.3921,0.3702,0.4131
mid,exemplar_knn_k5,3,5,hard,30,0.3333,0.6544,0.6367,0.6707,0.3367,0.3011,0.3711,0.7336,0.6911,0.7766
mid,exemplar_knn_k5,3,5,large,30,0.3333,0.6544,0.6367,0.6707,0.485,0.4567,0.5167,0.7336,0.6911,0.7766
mid,exemplar_knn_k5,3,5,medium,30,0.3333,0.6544,0.6367,0.6707,0.5656,0.5428,0.5878,0.7336,0.6911,0.7766
mid,exemplar_knn_k5,3,5,oov_25,30,0.3333,0.6544,0.6367,0.6707,0.5044,0.4739,0.5333,0.7336,0.6911,0.7766
mid,exemplar_knn_k5,3,5,oov_50,30,0.3333,0.6544,0.6367,0.6707,0.4706,0.4455,0.4978,0.7336,0.6911,0.7766
mid,exemplar_knn_k5,3,5,small,30,0.3333,0.6544,0.6367,0.6707,0.6461,0.6228,0.6695,0.7336,0.6911,0.7766
mid,kcentroid_k1,3,1,hard,30,0.3333,0.6031,0.5807,0.6267,0.2428,0.2117,0.2717,0.1226,0.1153,0.1296
mid,kcentroid_k1,3,1,large,30,0.3333,0.6031,0.5807,0.6267,0.3467,0.3155,0.3794,0.1226,0.1153,0.1296
mid,kcentroid_k1,3,1,medium,30,0.3333,0.6031,0.5807,0.6267,0.4278,0.3944,0.4611,0.1226,0.1153,0.1296
mid,kcentroid_k1,3,1,oov_25,30,0.3333,0.6031,0.5807,0.6267,0.4261,0.3972,0.4572,0.1226,0.1153,0.1296
mid,kcentroid_k1,3,1,oov_50,30,0.3333,0.6031,0.5807,0.6267,0.4089,0.3744,0.4417,0.1226,0.1153,0.1296
mid,kcentroid_k1,3,1,small,30,0.3333,0.6031,0.5807,0.6267,0.5228,0.4939,0.555,0.1226,0.1153,0.1296
mid,kcentroid_k1,3,10,hard,30,0.3333,0.6444,0.63,0.6584,0.25,0.2194,0.2778,0.1451,0.1382,0.1515
mid,kcentroid_k1,3,10,large,30,0.3333,0.6444,0.63,0.6584,0.3772,0.3483,0.4039,0.1451,0.1382,0.1515
mid,kcentroid_k1,3,10,medium,30,0.3333,0.6444,0.63,0.6584,0.4622,0.4317,0.49,0.1451,0.1382,0.1515
mid,kcentroid_k1,3,10,oov_25,30,0.3333,0.6444,0.63,0.6584,0.4311,0.4022,0.4572,0.1451,0.1382,0.1515
mid,kcentroid_k1,3,10,oov_50,30,0.3333,0.6444,0.63,0.6584,0.4117,0.3856,0.4344,0.1451,0.1382,0.1515
mid,kcentroid_k1,3,10,small,30,0.3333,0.6444,0.63,0.6584,0.5506,0.5289,0.5711,0.1451,0.1382,0.1515
mid,kcentroid_k1,3,20,hard,30,0.3333,0.5718,0.5573,0.5853,0.2067,0.1822,0.2306,0.1316,0.1262,0.1374
mid,kcentroid_k1,3,20,large,30,0.3333,0.5718,0.5573,0.5853,0.3283,0.3061,0.3506,0.1316,0.1262,0.1374
mid,kcentroid_k1,3,20,medium,30,0.3333,0.5718,0.5573,0.5853,0.4122,0.3956,0.4289,0.1316,0.1262,0.1374
mid,kcentroid_k1,3,20,oov_25,30,0.3333,0.5718,0.5573,0.5853,0.3739,0.3555,0.3922,0.1316,0.1262,0.1374
mid,kcentroid_k1,3,20,oov_50,30,0.3333,0.5718,0.5573,0.5853,0.3556,0.335,0.3761,0.1316,0.1262,0.1374
mid,kcentroid_k1,3,20,small,30,0.3333,0.5718,0.5573,0.5853,0.5056,0.4844,0.5256,0.1316,0.1262,0.1374
mid,kcentroid_k1,3,3,hard,30,0.3333,0.6529,0.6327,0.6729,0.2517,0.2178,0.2844,0.1379,0.1317,0.1446
mid,kcentroid_k1,3,3,large,30,0.3333,0.6529,0.6327,0.6729,0.39,0.3561,0.4228,0.1379,0.1317,0.1446
mid,kcentroid_k1,3,3,medium,30,0.3333,0.6529,0.6327,0.6729,0.4622,0.4267,0.4967,0.1379,0.1317,0.1446
mid,kcentroid_k1,3,3,oov_25,30,0.3333,0.6529,0.6327,0.6729,0.4478,0.42,0.475,0.1379,0.1317,0.1446
mid,kcentroid_k1,3,3,oov_50,30,0.3333,0.6529,0.6327,0.6729,0.4344,0.3978,0.4678,0.1379,0.1317,0.1446
mid,kcentroid_k1,3,3,small,30,0.3333,0.6529,0.6327,0.6729,0.5389,0.5072,0.5684,0.1379,0.1317,0.1446
mid,kcentroid_k1,3,5,hard,30,0.3333,0.6542,0.6364,0.6722,0.2744,0.2439,0.3039,0.1457,0.139,0.1526
mid,kcentroid_k1,3,5,large,30,0.3333,0.6542,0.6364,0.6722,0.4072,0.3756,0.44,0.1457,0.139,0.1526
mid,kcentroid_k1,3,5,medium,30,0.3333,0.6542,0.6364,0.6722,0.4711,0.4444,0.4995,0.1457,0.139,0.1526
mid,kcentroid_k1,3,5,oov_25,30,0.3333,0.6542,0.6364,0.6722,0.4589,0.4266,0.4878,0.1457,0.139,0.1526
mid,kcentroid_k1,3,5,oov_50,30,0.3333,0.6542,0.6364,0.6722,0.4378,0.4078,0.4678,0.1457,0.139,0.1526
mid,kcentroid_k1,3,5,small,30,0.3333,0.6542,0.6364,0.6722,0.5728,0.545,0.6011,0.1457,0.139,0.1526
mid,kcentroid_k2,3,1,hard,30,0.3333,0.6031,0.5807,0.6267,0.2428,0.2117,0.2717,0.1226,0.1153,0.1296
mid,kcentroid_k2,3,1,large,30,0.3333,0.6031,0.5807,0.6267,0.3467,0.3155,0.3794,0.1226,0.1153,0.1296
mid,kcentroid_k2,3,1,medium,30,0.3333,0.6031,0.5807,0.6267,0.4278,0.3944,0.4611,0.1226,0.1153,0.1296
mid,kcentroid_k2,3,1,oov_25,30,0.3333,0.6031,0.5807,0.6267,0.4261,0.3972,0.4572,0.1226,0.1153,0.1296
mid,kcentroid_k2,3,1,oov_50,30,0.3333,0.6031,0.5807,0.6267,0.4089,0.3744,0.4417,0.1226,0.1153,0.1296
mid,kcentroid_k2,3,1,small,30,0.3333,0.6031,0.5807,0.6267,0.5228,0.4939,0.555,0.1226,0.1153,0.1296
mid,kcentroid_k2,3,10,hard,30,0.3333,0.6467,0.6331,0.6589,0.265,0.2378,0.2911,0.1461,0.1398,0.1521
mid,kcentroid_k2,3,10,large,30,0.3333,0.6467,0.6331,0.6589,0.3856,0.3539,0.4133,0.1461,0.1398,0.1521
mid,kcentroid_k2,3,10,medium,30,0.3333,0.6467,0.6331,0.6589,0.4761,0.4511,0.4995,0.1461,0.1398,0.1521
mid,kcentroid_k2,3,10,oov_25,30,0.3333,0.6467,0.6331,0.6589,0.4378,0.4111,0.4617,0.1461,0.1398,0.1521
mid,kcentroid_k2,3,10,oov_50,30,0.3333,0.6467,0.6331,0.6589,0.415,0.3844,0.4433,0.1461,0.1398,0.1521
mid,kcentroid_k2,3,10,small,30,0.3333,0.6467,0.6331,0.6589,0.5511,0.5255,0.5755,0.1461,0.1398,0.1521
mid,kcentroid_k2,3,20,hard,30,0.3333,0.5893,0.5742,0.6049,0.215,0.1911,0.2367,0.1362,0.1317,0.1413
mid,kcentroid_k2,3,20,large,30,0.3333,0.5893,0.5742,0.6049,0.3339,0.3117,0.3545,0.1362,0.1317,0.1413
mid,kcentroid_k2,3,20,medium,30,0.3333,0.5893,0.5742,0.6049,0.425,0.4033,0.4456,0.1362,0.1317,0.1413
mid,kcentroid_k2,3,20,oov_25,30,0.3333,0.5893,0.5742,0.6049,0.3844,0.3622,0.4072,0.1362,0.1317,0.1413
mid,kcentroid_k2,3,20,oov_50,30,0.3333,0.5893,0.5742,0.6049,0.3661,0.345,0.3872,0.1362,0.1317,0.1413
mid,kcentroid_k2,3,20,small,30,0.3333,0.5893,0.5742,0.6049,0.5105,0.4861,0.5317,0.1362,0.1317,0.1413
mid,kcentroid_k2,3,3,hard,30,0.3333,0.6553,0.6322,0.6765,0.2567,0.2206,0.29,0.1373,0.1315,0.1435
mid,kcentroid_k2,3,3,large,30,0.3333,0.6553,0.6322,0.6765,0.3817,0.345,0.4161,0.1373,0.1315,0.1435
mid,kcentroid_k2,3,3,medium,30,0.3333,0.6553,0.6322,0.6765,0.4744,0.4411,0.5072,0.1373,0.1315,0.1435
mid,kcentroid_k2,3,3,oov_25,30,0.3333,0.6553,0.6322,0.6765,0.4517,0.4194,0.4828,0.1373,0.1315,0.1435
mid,kcentroid_k2,3,3,oov_50,30,0.3333,0.6553,0.6322,0.6765,0.4356,0.4,0.4667,0.1373,0.1315,0.1435
mid,kcentroid_k2,3,3,small,30,0.3333,0.6553,0.6322,0.6765,0.5489,0.5217,0.5772,0.1373,0.1315,0.1435
mid,kcentroid_k2,3,5,hard,30,0.3333,0.6556,0.6356,0.6749,0.28,0.2517,0.3078,0.1449,0.139,0.1515
mid,kcentroid_k2,3,5,large,30,0.3333,0.6556,0.6356,0.6749,0.4022,0.3722,0.4339,0.1449,0.139,0.1515
mid,kcentroid_k2,3,5,medium,30,0.3333,0.6556,0.6356,0.6749,0.4928,0.4655,0.5211,0.1449,0.139,0.1515
mid,kcentroid_k2,3,5,oov_25,30,0.3333,0.6556,0.6356,0.6749,0.4556,0.4261,0.4828,0.1449,0.139,0.1515
mid,kcentroid_k2,3,5,oov_50,30,0.3333,0.6556,0.6356,0.6749,0.4406,0.4122,0.47,0.1449,0.139,0.1515
mid,kcentroid_k2,3,5,small,30,0.3333,0.6556,0.6356,0.6749,0.5744,0.5461,0.6039,0.1449,0.139,0.1515
mid,kcentroid_k3,3,1,hard,30,0.3333,0.6031,0.5807,0.6267,0.2428,0.2117,0.2717,0.1226,0.1153,0.1296
mid,kcentroid_k3,3,1,large,30,0.3333,0.6031,0.5807,0.6267,0.3467,0.3155,0.3794,0.1226,0.1153,0.1296
mid,kcentroid_k3,3,1,medium,30,0.3333,0.6031,0.5807,0.6267,0.4278,0.3944,0.4611,0.1226,0.1153,0.1296
mid,kcentroid_k3,3,1,oov_25,30,0.3333,0.6031,0.5807,0.6267,0.4261,0.3972,0.4572,0.1226,0.1153,0.1296
mid,kcentroid_k3,3,1,oov_50,30,0.3333,0.6031,0.5807,0.6267,0.4089,0.3744,0.4417,0.1226,0.1153,0.1296
mid,kcentroid_k3,3,1,small,30,0.3333,0.6031,0.5807,0.6267,0.5228,0.4939,0.555,0.1226,0.1153,0.1296
mid,kcentroid_k3,3,10,hard,30,0.3333,0.656,0.6409,0.6724,0.2689,0.2417,0.2939,0.1453,0.1396,0.1513
mid,kcentroid_k3,3,10,large,30,0.3333,0.656,0.6409,0.6724,0.3972,0.3656,0.425,0.1453,0.1396,0.1513
mid,kcentroid_k3,3,10,medium,30,0.3333,0.656,0.6409,0.6724,0.4756,0.4483,0.5011,0.1453,0.1396,0.1513
mid,kcentroid_k3,3,10,oov_25,30,0.3333,0.656,0.6409,0.6724,0.4433,0.4167,0.47,0.1453,0.1396,0.1513
mid,kcentroid_k3,3,10,oov_50,30,0.3333,0.656,0.6409,0.6724,0.4144,0.385,0.4422,0.1453,0.1396,0.1513
mid,kcentroid_k3,3,10,small,30,0.3333,0.656,0.6409,0.6724,0.5528,0.5244,0.5789,0.1453,0.1396,0.1513
mid,kcentroid_k3,3,20,hard,30,0.3333,0.5769,0.5571,0.5976,0.2167,0.19,0.2422,0.1354,0.1306,0.1406
mid,kcentroid_k3,3,20,large,30,0.3333,0.5769,0.5571,0.5976,0.3378,0.3139,0.3611,0.1354,0.1306,0.1406
mid,kcentroid_k3,3,20,medium,30,0.3333,0.5769,0.5571,0.5976,0.4367,0.4138,0.4611,0.1354,0.1306,0.1406
mid,kcentroid_k3,3,20,oov_25,30,0.3333,0.5769,0.5571,0.5976,0.3811,0.3589,0.4039,0.1354,0.1306,0.1406
mid,kcentroid_k3,3,20,oov_50,30,0.3333,0.5769,0.5571,0.5976,0.365,0.3406,0.3883,0.1354,0.1306,0.1406
mid,kcentroid_k3,3,20,small,30,0.3333,0.5769,0.5571,0.5976,0.51,0.485,0.5344,0.1354,0.1306,0.1406
mid,kcentroid_k3,3,3,hard,30,0.3333,0.6524,0.6282,0.6738,0.2422,0.2078,0.2761,0.1309,0.1254,0.137
mid,kcentroid_k3,3,3,large,30,0.3333,0.6524,0.6282,0.6738,0.3728,0.3372,0.4072,0.1309,0.1254,0.137
mid,kcentroid_k3,3,3,medium,30,0.3333,0.6524,0.6282,0.6738,0.4561,0.425,0.4867,0.1309,0.1254,0.137
mid,kcentroid_k3,3,3,oov_25,30,0.3333,0.6524,0.6282,0.6738,0.445,0.4089,0.4744,0.1309,0.1254,0.137
mid,kcentroid_k3,3,3,oov_50,30,0.3333,0.6524,0.6282,0.6738,0.42,0.3844,0.4522,0.1309,0.1254,0.137
mid,kcentroid_k3,3,3,small,30,0.3333,0.6524,0.6282,0.6738,0.5511,0.5216,0.5795,0.1309,0.1254,0.137
mid,kcentroid_k3,3,5,hard,30,0.3333,0.6589,0.6404,0.6771,0.2694,0.2428,0.295,0.1442,0.1379,0.1504
mid,kcentroid_k3,3,5,large,30,0.3333,0.6589,0.6404,0.6771,0.3922,0.3622,0.4244,0.1442,0.1379,0.1504
mid,kcentroid_k3,3,5,medium,30,0.3333,0.6589,0.6404,0.6771,0.4822,0.4539,0.5111,0.1442,0.1379,0.1504
mid,kcentroid_k3,3,5,oov_25,30,0.3333,0.6589,0.6404,0.6771,0.4517,0.42,0.4833,0.1442,0.1379,0.1504
mid,kcentroid_k3,3,5,oov_50,30,0.3333,0.6589,0.6404,0.6771,0.4439,0.4156,0.4745,0.1442,0.1379,0.1504
mid,kcentroid_k3,3,5,small,30,0.3333,0.6589,0.6404,0.6771,0.5706,0.5417,0.6011,0.1442,0.1379,0.1504
mid,linsvm,3,1,hard,30,0.3333,0.6058,0.5849,0.6269,0.3061,0.2755,0.3389,0.1777,0.1673,0.1879
mid,linsvm,3,1,large,30,0.3333,0.6058,0.5849,0.6269,0.3717,0.3356,0.4067,0.1777,0.1673,0.1879
mid,linsvm,3,1,medium,30,0.3333,0.6058,0.5849,0.6269,0.4706,0.4328,0.5061,0.1777,0.1673,0.1879
mid,linsvm,3,1,oov_25,30,0.3333,0.6058,0.5849,0.6269,0.4389,0.4044,0.4767,0.1777,0.1673,0.1879
mid,linsvm,3,1,oov_50,30,0.3333,0.6058,0.5849,0.6269,0.4256,0.3922,0.4584,0.1777,0.1673,0.1879
mid,linsvm,3,1,small,30,0.3333,0.6058,0.5849,0.6269,0.5756,0.5411,0.6067,0.1777,0.1673,0.1879
mid,linsvm,3,10,hard,30,0.3333,0.6327,0.6204,0.6456,0.3617,0.3294,0.3906,0.584,0.5649,0.6033
mid,linsvm,3,10,large,30,0.3333,0.6327,0.6204,0.6456,0.4922,0.4667,0.5161,0.584,0.5649,0.6033
mid,linsvm,3,10,medium,30,0.3333,0.6327,0.6204,0.6456,0.5611,0.5372,0.5839,0.584,0.5649,0.6033
mid,linsvm,3,10,oov_25,30,0.3333,0.6327,0.6204,0.6456,0.5056,0.4783,0.535,0.584,0.5649,0.6033
mid,linsvm,3,10,oov_50,30,0.3333,0.6327,0.6204,0.6456,0.4783,0.4544,0.5017,0.584,0.5649,0.6033
mid,linsvm,3,10,small,30,0.3333,0.6327,0.6204,0.6456,0.6394,0.6172,0.6606,0.584,0.5649,0.6033
mid,linsvm,3,20,hard,30,0.3333,0.5649,0.5424,0.5873,0.3217,0.2994,0.3439,0.6548,0.6401,0.6718
mid,linsvm,3,20,large,30,0.3333,0.5649,0.5424,0.5873,0.4428,0.4167,0.4672,0.6548,0.6401,0.6718
mid,linsvm,3,20,medium,30,0.3333,0.5649,0.5424,0.5873,0.4894,0.4633,0.5133,0.6548,0.6401,0.6718
mid,linsvm,3,20,oov_25,30,0.3333,0.5649,0.5424,0.5873,0.4367,0.4167,0.4556,0.6548,0.6401,0.6718
mid,linsvm,3,20,oov_50,30,0.3333,0.5649,0.5424,0.5873,0.4111,0.3905,0.43,0.6548,0.6401,0.6718
mid,linsvm,3,20,small,30,0.3333,0.5649,0.5424,0.5873,0.5594,0.535,0.5806,0.6548,0.6401,0.6718
mid,linsvm,3,3,hard,30,0.3333,0.6513,0.6335,0.67,0.3733,0.3339,0.4133,0.3562,0.341,0.3725
mid,linsvm,3,3,large,30,0.3333,0.6513,0.6335,0.67,0.4478,0.4178,0.4778,0.3562,0.341,0.3725
mid,linsvm,3,3,medium,30,0.3333,0.6513,0.6335,0.67,0.5417,0.5094,0.5755,0.3562,0.341,0.3725
mid,linsvm,3,3,oov_25,30,0.3333,0.6513,0.6335,0.67,0.4967,0.465,0.5283,0.3562,0.341,0.3725
mid,linsvm,3,3,oov_50,30,0.3333,0.6513,0.6335,0.67,0.4667,0.4383,0.4922,0.3562,0.341,0.3725
mid,linsvm,3,3,small,30,0.3333,0.6513,0.6335,0.67,0.6406,0.6078,0.6711,0.3562,0.341,0.3725
mid,linsvm,3,5,hard,30,0.3333,0.6445,0.624,0.6665,0.3844,0.3444,0.4206,0.4683,0.4529,0.4869
mid,linsvm,3,5,large,30,0.3333,0.6445,0.624,0.6665,0.5,0.4683,0.5305,0.4683,0.4529,0.4869
mid,linsvm,3,5,medium,30,0.3333,0.6445,0.624,0.6665,0.5733,0.5461,0.6022,0.4683,0.4529,0.4869
mid,linsvm,3,5,oov_25,30,0.3333,0.6445,0.624,0.6665,0.5117,0.4839,0.5389,0.4683,0.4529,0.4869
mid,linsvm,3,5,oov_50,30,0.3333,0.6445,0.624,0.6665,0.4789,0.4533,0.5039,0.4683,0.4529,0.4869
mid,linsvm,3,5,small,30,0.3333,0.6445,0.624,0.6665,0.6556,0.6278,0.6834,0.4683,0.4529,0.4869
mid,logreg,3,1,hard,30,0.3333,0.6064,0.586,0.6276,0.2994,0.2711,0.3289,0.0936,0.0881,0.0988
mid,logreg,3,1,large,30,0.3333,0.6064,0.586,0.6276,0.3778,0.3439,0.4111,0.0936,0.0881,0.0988
mid,logreg,3,1,medium,30,0.3333,0.6064,0.586,0.6276,0.4789,0.4417,0.5139,0.0936,0.0881,0.0988
mid,logreg,3,1,oov_25,30,0.3333,0.6064,0.586,0.6276,0.4522,0.4178,0.4889,0.0936,0.0881,0.0988
mid,logreg,3,1,oov_50,30,0.3333,0.6064,0.586,0.6276,0.425,0.3906,0.4561,0.0936,0.0881,0.0988
mid,logreg,3,1,small,30,0.3333,0.6064,0.586,0.6276,0.5789,0.545,0.6117,0.0936,0.0881,0.0988
mid,logreg,3,10,hard,30,0.3333,0.6291,0.6116,0.6458,0.355,0.3228,0.3856,0.4547,0.4329,0.476
mid,logreg,3,10,large,30,0.3333,0.6291,0.6116,0.6458,0.4889,0.4639,0.5111,0.4547,0.4329,0.476
mid,logreg,3,10,medium,30,0.3333,0.6291,0.6116,0.6458,0.5645,0.5405,0.5878,0.4547,0.4329,0.476
mid,logreg,3,10,oov_25,30,0.3333,0.6291,0.6116,0.6458,0.5,0.4739,0.5267,0.4547,0.4329,0.476
mid,logreg,3,10,oov_50,30,0.3333,0.6291,0.6116,0.6458,0.4794,0.4544,0.5033,0.4547,0.4329,0.476
mid,logreg,3,10,small,30,0.3333,0.6291,0.6116,0.6458,0.6344,0.6144,0.6533,0.4547,0.4329,0.476
mid,logreg,3,20,hard,30,0.3333,0.5547,0.5318,0.5767,0.3178,0.2967,0.34,0.5982,0.5759,0.6206
mid,logreg,3,20,large,30,0.3333,0.5547,0.5318,0.5767,0.4328,0.41,0.4539,0.5982,0.5759,0.6206
mid,logreg,3,20,medium,30,0.3333,0.5547,0.5318,0.5767,0.4878,0.4689,0.5061,0.5982,0.5759,0.6206
mid,logreg,3,20,oov_25,30,0.3333,0.5547,0.5318,0.5767,0.4356,0.4172,0.4533,0.5982,0.5759,0.6206
mid,logreg,3,20,oov_50,30,0.3333,0.5547,0.5318,0.5767,0.4133,0.3944,0.4311,0.5982,0.5759,0.6206
mid,logreg,3,20,small,30,0.3333,0.5547,0.5318,0.5767,0.5606,0.5372,0.5828,0.5982,0.5759,0.6206
mid,logreg,3,3,hard,30,0.3333,0.648,0.6298,0.6669,0.3717,0.3361,0.4094,0.2108,0.2001,0.2215
mid,logreg,3,3,large,30,0.3333,0.648,0.6298,0.6669,0.4539,0.4244,0.485,0.2108,0.2001,0.2215
mid,logreg,3,3,medium,30,0.3333,0.648,0.6298,0.6669,0.5472,0.5144,0.5822,0.2108,0.2001,0.2215
mid,logreg,3,3,oov_25,30,0.3333,0.648,0.6298,0.6669,0.4961,0.4656,0.5289,0.2108,0.2001,0.2215
mid,logreg,3,3,oov_50,30,0.3333,0.648,0.6298,0.6669,0.4761,0.4478,0.5017,0.2108,0.2001,0.2215
mid,logreg,3,3,small,30,0.3333,0.648,0.6298,0.6669,0.6344,0.6011,0.6661,0.2108,0.2001,0.2215
mid,logreg,3,5,hard,30,0.3333,0.6411,0.6162,0.666,0.3867,0.3489,0.4217,0.305,0.292,0.3197
mid,logreg,3,5,large,30,0.3333,0.6411,0.6162,0.666,0.5033,0.4761,0.5306,0.305,0.292,0.3197
mid,logreg,3,5,medium,30,0.3333,0.6411,0.6162,0.666,0.5783,0.5494,0.6067,0.305,0.292,0.3197
mid,logreg,3,5,oov_25,30,0.3333,0.6411,0.6162,0.666,0.52,0.4939,0.545,0.305,0.292,0.3197
mid,logreg,3,5,oov_50,30,0.3333,0.6411,0.6162,0.666,0.4822,0.4594,0.5039,0.305,0.292,0.3197
mid,logreg,3,5,small,30,0.3333,0.6411,0.6162,0.666,0.6522,0.6267,0.6783,0.305,0.292,0.3197
mid,random,3,1,hard,30,0.3333,0.3402,0.3271,0.3549,0.11,0.0978,0.1228,1.2503,1.2151,1.283
mid,random,3,1,large,30,0.3333,0.3402,0.3271,0.3549,0.0428,0.0322,0.0561,1.2503,1.2151,1.283
mid,random,3,1,medium,30,0.3333,0.3402,0.3271,0.3549,0.1078,0.0961,0.1217,1.2503,1.2151,1.283
mid,random,3,1,oov_25,30,0.3333,0.3402,0.3271,0.3549,0.1117,0.0978,0.1256,1.2503,1.2151,1.283
mid,random,3,1,oov_50,30,0.3333,0.3402,0.3271,0.3549,0.1011,0.085,0.1178,1.2503,1.2151,1.283
mid,random,3,1,small,30,0.3333,0.3402,0.3271,0.3549,0.2,0.1794,0.22,1.2503,1.2151,1.283
mid,random,3,10,hard,30,0.3333,0.3302,0.314,0.3473,0.1145,0.0978,0.1317,1.2521,1.2206,1.2839
mid,random,3,10,large,30,0.3333,0.3302,0.314,0.3473,0.0528,0.0422,0.0633,1.2521,1.2206,1.2839
mid,random,3,10,medium,30,0.3333,0.3302,0.314,0.3473,0.115,0.0978,0.1311,1.2521,1.2206,1.2839
mid,random,3,10,oov_25,30,0.3333,0.3302,0.314,0.3473,0.1117,0.0944,0.1294,1.2521,1.2206,1.2839
mid,random,3,10,oov_50,30,0.3333,0.3302,0.314,0.3473,0.1089,0.0922,0.1256,1.2521,1.2206,1.2839
mid,random,3,10,small,30,0.3333,0.3302,0.314,0.3473,0.2011,0.1778,0.2211,1.2521,1.2206,1.2839
mid,random,3,20,hard,30,0.3333,0.3329,0.3189,0.3482,0.1028,0.0894,0.1161,1.2256,1.1863,1.2614
mid,random,3,20,large,30,0.3333,0.3329,0.3189,0.3482,0.0406,0.0328,0.0494,1.2256,1.1863,1.2614
mid,random,3,20,medium,30,0.3333,0.3329,0.3189,0.3482,0.1006,0.0894,0.1122,1.2256,1.1863,1.2614
mid,random,3,20,oov_25,30,0.3333,0.3329,0.3189,0.3482,0.0917,0.0767,0.1061,1.2256,1.1863,1.2614
mid,random,3,20,oov_50,30,0.3333,0.3329,0.3189,0.3482,0.1033,0.09,0.1172,1.2256,1.1863,1.2614
mid,random,3,20,small,30,0.3333,0.3329,0.3189,0.3482,0.2083,0.1917,0.2256,1.2256,1.1863,1.2614
mid,random,3,3,hard,30,0.3333,0.3342,0.3218,0.3453,0.11,0.0978,0.1233,1.2251,1.1963,1.2554
